chembl_id	smiles	mw	qed	logp	tpsa	hbd	hba	max_phase	mw_calc	logp_calc	qed_calc	bbb
CHEMBL4116269	CN1[C@H]2CC[C@@H]1c1c(sc(NC(=O)Nc3ccc(Cl)cc3)c1C(N)=O)C2	390.90	0.74		87.46	3	4	2.0	390.9	3.836	0.744	1
CHEMBL4116649	NCc1cc(Oc2cccc(C(=O)N3C[C@@H](O)[C@H](F)C3)c2)nc(C(F)(F)F)c1	399.34	0.77		88.68	2	5	2.0	399.34	2.506	0.772	1
CHEMBL4117187	COc1ccc2c(c1)c(CN1CCN(C)CC1)cn2S(=O)(=O)c1ccccc1Br	478.41	0.56		54.78	0	6	3.0	478.41	3.397	0.563	1
CHEMBL4129018	CN1CCN(c2cc(-c3ccncc3)c(-c3ccc4ccccc4c3)nn2)CC1	381.48	0.53		45.15	0	5	2.0	381.48	4.111	0.534	0
CHEMBL4162752	O=C(O)CNC(=O)c1ncc(C#CCOc2ccc(Cl)cc2)cc1O	360.75	0.70		108.75	3	5	1.0	360.75	1.685	0.7	0
CHEMBL4164059	Cl.Clc1ccc(CCCOCCCN2CCCCC2)cc1	332.31	0.67		12.47	0	2	4.0	332.32	4.587	0.646	0
CHEMBL4169078	N#Cc1cnc(Nc2cc(NC[C@H]3CNCCO3)c(C(F)(F)F)cn2)cn1	379.35	0.72		107.78	3	8	1.0	379.35	1.906	0.723	0
CHEMBL4175981	CC(C)(C)[C@@H](CO)NC(=O)c1nn(-c2c[n+]([O-])ccn2)c2c1C[C@@H]1C[C@H]21	357.41	0.62		106.98	2	6	2.0	357.41	0.697	0.619	0
CHEMBL4204869	C[C@H]1OC[C@]2(c3cc(NC(=O)c4cnc(C(F)F)cn4)ccc3F)N=C(N)SC[C@H]12	437.45	0.76		102.49	2	7	3.0	437.45	3.097	0.762	0
CHEMBL4205783	Clc1ccc(-c2nn(Cc3ccccc3)c3c2CCNCC3)cc1	337.85	0.78		29.85	1	3	2.0	337.85	3.94	0.784	1
CHEMBL4206492	O=c1[nH]c(Cc2ccccn2)nc2c1cnn2C1CCOCC1	311.35	0.79		85.69	1	6	2.0	311.35	1.457	0.791	1
CHEMBL4207489	N#Cc1cc(NC(=O)[C@H]2c3ccccc3C(=O)N(CC(F)(F)F)[C@@H]2c2cccnc2)ccc1F	468.41	0.57		86.09	1	4	2.0	468.41	4.574	0.569	0
CHEMBL4211649	N#Cc1ccc(-c2cnc3ccc(-c4ccc(C(=O)N5CCOCC5)cc4)cn23)cc1	408.46	0.51		70.63	0	5	2.0	408.46	4.012	0.514	0
CHEMBL4217292	N#Cc1ccc(Cn2ccc(NC(=O)Cc3ccc(C4(C(F)(F)F)CC4)cc3)n2)nc1	425.41	0.65		83.60	1	5	2.0	425.41	3.973	0.648	1
CHEMBL4225088	CCc1ccc(N(CC(C)C)S(=O)(=O)c2ccc(OCC3CCOCC3)c(CO)c2)cc1	461.62	0.57		76.07	1	5	1.0	461.62	4.398	0.568	0
CHEMBL4225966	Cc1c(Br)c(Br)c2c3c1nc(N1CCNCC1)n3CCC2	414.14	0.78		33.09	1	4	1.0	414.15	3.226	0.779	1
CHEMBL4227505	CNC(=O)c1cc(Oc2ccc3nc(N[C@@H]4CCCC[C@H]4O)sc3c2)ccn1	398.49	0.61		96.37	3	7	2.0	398.49	3.559	0.608	0
CHEMBL4227736	Cc1ccc(C(=O)Oc2ccc(C(CN(C)C)C3(O)CCCCC3)cc2)cc1	381.52	0.59		49.77	1	4	3.0	381.52	4.555	0.589	0
CHEMBL4228124	COc1ccc2c(c1)CC[C@H](CN(C)CC(=O)O)[C@@H]2c1ccccc1	339.44	0.88		49.77	1	3	2.0	339.44	3.406	0.876	1
CHEMBL4279047	C[C@@H](Nc1nc(N[C@H](C)C(F)(F)F)nc(-c2cccc(Cl)n2)n1)C(F)(F)F	414.74	0.56		75.62	2	6	4.0	414.74	4.312	0.561	0
CHEMBL4279521	Cc1nn(-c2cnc(OCC(C)C)c(Cl)c2)c2ccc(C(=O)NS(C)(=O)=O)cc12	436.92	0.64		103.18	1	7	1.0	436.92	3.107	0.636	0
CHEMBL4284447	Cc1nc(Nc2ncc(N3CCN(C)[C@H](C)C3)c(Nc3cc(C)n(C)n3)n2)cc(C2CC2)c1F	465.58	0.57		87.03	2	9	2.0	465.58	3.866	0.567	1
CHEMBL4284604	CCOC(=O)C(C)(C)COS(=O)(=O)ON1C(=O)N2C[C@H]1CC[C@H]2C(N)=O	393.42	0.54		145.54	1	8	2.0	393.42	-0.477	0.544	0
CHEMBL4285417	C[C@@H]1COCCN1c1cc(C2([S@](C)(=N)=O)CC2)nc(-c2cc[nH]c3nccc2-3)n1	412.52	0.68		107.85	2	7	3.0	412.52	2.862	0.682	0
CHEMBL4289017	CC(=O)NCC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)cc12	474.49	0.58		99.25	3	6	1.0	474.49	4.058	0.584	0
CHEMBL4290141	CC1(C)CC(Oc2ccc(-c3ccc(-c4cn[nH]c4)cc3O)nn2)CC(C)(C)N1	393.49	0.62		95.95	3	6	2.0	393.49	3.927	0.622	0
CHEMBL4297064	CCN(CC)C(=O)C1(c2ccccc2)CC1CN.Cl	282.81	0.86		46.33	1	2	4.0	282.81	2.193	0.9	1
CHEMBL4297069	CN=C1SCC(O)(c2ccc(Cl)c(S(N)(=O)=O)c2)N1C	335.84	0.83		95.99	2	5	2.0	335.84	0.797	0.833	0
CHEMBL4297073	CCCCN1CCCC1=Nc1ccc(Cl)c(Cl)c1	285.22	0.77		15.60	0	1	2.0	285.22	4.919	0.766	0
CHEMBL4297075	CC[C@@](C)(O)[C@H]1C[C@@]23C=C[C@]1(OC)[C@@H]1Oc4c(OC)ccc5c4[C@@]12CCN(CC1CC1)[C@@H]3C5	451.61	0.67		51.16	1	5	2.0	451.61	3.857	0.666	1
CHEMBL4297084	CC=CCC(C(=O)O)c1ccc(-c2ccccc2)cc1	266.34	0.81		37.30	1	1	2.0	266.34	4.488	0.81	0
CHEMBL4297086	CC(C)CN1C[C@@H]2CN(C(C)C)C[C@@H](C1)C21CCCCC1	292.51	0.78		6.48	0	2	2.0	292.51	3.865	0.779	1
CHEMBL4297087	CCN(CC)CCCOC(=O)C1(c2ccccc2)CC2CCC1C2	329.48	0.53		29.54	0	3	2.0	329.48	4.02	0.533	0
CHEMBL4297108	CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@@H](O)[C@]45C[C@H]4CC[C@]5(C)[C@H]3CC[C@]12C	316.49	0.79		37.30	1	2	2.0	316.49	4.205	0.787	0
CHEMBL4297110	CN(C)CCC=C1c2ccccc2CN(C)c2ccccc21	292.43	0.84		6.48	0	2	2.0	292.43	4.02	0.843	0
CHEMBL4297141	NCC1Cc2ccc(F)cc2C(c2ccccc2)O1	257.31	0.90		35.25	1	2	2.0	257.31	2.815	0.898	1
CHEMBL4297144	CCN1C[C@H]2CN(C)C[C@@H](C1)C2OC(=O)c1ccc(Cl)cc1	322.84	0.80		32.78	0	4	2.0	322.84	2.379	0.8	1
CHEMBL4297145	N/C=C1\Cc2ccccc2C1=O	159.19	0.58		43.09	1	2	2.0	159.19	1.268	0.579	1
CHEMBL4297147	CC(O)C(=O)O.O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1	465.95	0.76		40.54	1	3	4.0	465.95	3.877	0.537	0
CHEMBL4297164	CC(C(=O)O)c1ccc(C2CCCC(=NO)C2)cc1	261.32	0.65		69.89	2	3	2.0	261.32	3.363	0.647	1
CHEMBL4297181	CO[C@@H](C)Cn1c(=O)n(C)c2cnc3ccc(-c4cncc(C(C)(C)O)c4)cc3c21	406.49	0.55		82.17	1	7	2.0	406.49	3.213	0.55	1
CHEMBL4297183	CN1Cc2cc(Cl)ccc2-n2c(nnc2[C@H]2CC[C@H](Oc3ccccn3)CC2)C1	409.92	0.64		56.07	0	6	3.0	409.92	4.366	0.643	0
CHEMBL4297184	Cc1ccc(-c2nc(N)nc3c2nnn3Cc2cccc(CO[C@H]3CCOC3)n2)o1	407.43	0.51		127.00	1	10	2.0	407.43	2.121	0.511	0
CHEMBL4297185	CC(O)c1cc(C(=O)N[C@@H](C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)n[nH]1	398.85	0.59		119.62	3	6	4.0	398.85	2.67	0.589	0
CHEMBL4297210	CC(C)(O)c1nc2ccc(Cl)cc2cc1N	236.70	0.80		59.14	2	3	3.0	236.7	2.698	0.8	1
CHEMBL4297212	Cl.NC(=O)OC[C@H](N)Cc1ccccc1	230.69	0.74		78.34	2	3	4.0	230.69	1.073	0.812	1
CHEMBL4297215	O=C1c2c(O)c(=O)ccn2N([C@@H]2c3ccccc3SCc3c2ccc(F)c3F)[C@@H]2COCCN12	483.50	0.57		75.01	1	7	2.0	483.5	2.978	0.574	1
CHEMBL4297218	CCOC(=O)Cn1nc(C(F)(F)F)cc1-c1ccc(-c2cccc(S(C)(=O)=O)c2)cc1	452.45	0.52		78.26	0	6	2.0	452.45	4.203	0.524	0
CHEMBL4297224	CN(C)CC1CCOC1(c1ccccc1)c1ccccc1	281.40	0.85		12.47	0	2	3.0	281.4	3.528	0.85	1
CHEMBL4297255	COC(=O)C1(OC(=O)c2cncn2[C@H](C)c2ccccc2)CC1	314.34	0.79		70.42	0	6	2.0	314.34	2.355	0.792	1
CHEMBL4297256	CC(C)(C(=O)NC1C2CC3CC1CC(C(N)=O)(C3)C2)N1CCN(c2ccc(C(F)(F)F)cn2)CC1	493.57	0.66		91.56	2	5	2.0	493.57	2.797	0.658	0
CHEMBL4297264	C1=Cc2ccccc2NN=C1	144.18	0.59		24.39	1	2	3.0	144.18	2.111	0.592	1
CHEMBL4297273	Cl.N[C@H]1C[C@@H](C(=O)O)CC1=C(F)F	213.61	0.63		63.32	2	2	1.0	213.61	1.381	0.692	1
CHEMBL4297275	Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1Cl	261.67	0.64		110.60	3	7	1.0	261.66	-0.88	0.638	0
CHEMBL4297276	CC1=Nc2ccc(Cl)cc2S(=O)(=O)[N-]1.C[N+](C)(C)CCO	333.84	0.74		58.53	1	3	2.0	333.84	2.151	0.842	1
CHEMBL4297287	COc1ccc([C@H]2CNC(=O)[C@H](Cc3cccc(C)c3)C2)cc1OC1CCCC1	393.53	0.77		47.56	1	3	2.0	393.53	4.787	0.768	0
CHEMBL4297288	Cc1ccc(=O)n(-c2ccc(O)cc2)c1	201.22	0.76		42.23	1	3	3.0	201.23	1.852	0.765	1
CHEMBL4297290	C[C@@H]1CN(Cc2ncccn2)C[C@H]1c1cn2c(C3CCOCC3)ncc2c(=O)[nH]1	394.48	0.73		88.41	1	7	2.0	394.48	1.942	0.728	1
CHEMBL4297291	O=C(O)CCCC(=O)NCCc1c[nH]cn1	225.25	0.62		95.08	3	3	3.0	225.25	0.323	0.623	0
CHEMBL4297294	O=C(Nc1cnccc1Cl)N1CCN(Cc2ccc3c(c2)OC(F)(F)O3)CC1	410.81	0.84		66.93	1	5	2.0	410.81	3.406	0.84	1
CHEMBL4297299	O=C(Cc1ccc(-c2ccc(N3CCOCC3)cc2)cn1)NCc1cccc(F)c1	405.47	0.68		54.46	1	4	1.0	405.47	3.583	0.681	1
CHEMBL4297300	CN1CCN(C(=O)C2C(C(=O)O)[C@H]3CC[C@@H]2O3)CC1	268.31	0.74		70.08	1	4	2.0	268.31	-0.361	0.74	0
CHEMBL4297305	Nc1ncnc2c1ncn2CCNCCCCCO	264.33	0.59		101.88	3	7	3.0	264.33	0.161	0.587	0
CHEMBL4297310	Cc1ccccc1CN1C(=O)C2=C(CCN(Cc3ccccc3)C2)N2CCN=C12	386.50	0.81		39.15	0	4	3.0	386.5	3.169	0.81	1
CHEMBL4297311	COc1cc(Cl)ccc1[C@H]1c2[nH]c3cccc(F)c3c2C2(CC2)CN1C(C)=O	398.87	0.66		45.33	1	2	2.0	398.87	4.952	0.663	0
CHEMBL4297312	COC[C@@]1(C)CCCN2CCc3c(oc4ccccc34)[C@@H]21	285.39	0.84		25.61	0	3	2.0	285.39	3.779	0.839	1
CHEMBL4297313	CC1(C)CC(OC(=O)C2CC2)CC(C)(C)N1O	241.33	0.75		49.77	1	4	2.0	241.33	2.35	0.754	1
CHEMBL4297316	CCC[C@@H](C)C[C@H](CN)CC(=O)O	187.28	0.64		63.32	2	2	2.0	187.28	1.862	0.639	1
CHEMBL4297317	C[C@@H](C(N)=O)[C@H](N)c1nc2ccc(C(C)(C)C)cc2[nH]1	274.37	0.80		97.79	3	3	1.0	274.37	1.982	0.798	0
CHEMBL4297319	CN1CC2CCCC(C1)C2OC(=O)C(O)(c1ccccc1)C1CCCC1.Cl	393.96	0.84		49.77	1	4	2.0	393.96	3.76	0.791	1
CHEMBL4297327	COCCCN1CCC(c2nnc(-c3nn(C(C)C)c4ccccc34)o2)CC1	383.50	0.58		69.21	0	7	1.0	383.5	3.883	0.577	1
CHEMBL4297328	O=C(CN1CCOCC1)Nc1ccc(OC2CCN(C3CCC3)CC2)cc1	373.50	0.83		54.04	1	5	2.0	373.5	2.353	0.83	1
CHEMBL4297329	C[C@]1(O)C[C@@](N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccncc3-4)cc2)C1	424.50	0.51		86.19	2	6	2.0	424.5	4.328	0.511	0
CHEMBL4297331	CN1C2C(=O)c3ccccc3C1C1=C2C(=O)c2ccccc2C1=O	315.33	0.75		54.45	0	4	2.0	315.33	2.614	0.75	1
CHEMBL4297337	[11CH3]OCc1cccnc1N1CCN(C[C@H]2COc3ccccc3O2)CC1	354.44	0.82		47.06	0	6	1.0	354.44	2.19	0.82	1
CHEMBL4297345	CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)c(O)c1.Cl	428.96	0.83		61.80	2	4	2.0	428.96	4.242	0.764	0
CHEMBL4297352	C[C@]1(CS(=O)(=O)N2CCC(Oc3ccc(Cl)cn3)CC2)NC(=O)NC1=O	402.86	0.69		117.70	2	6	2.0	402.86	0.506	0.693	0
CHEMBL4297354	Cc1nc(C)c(-c2ccc(C3CCC(CC(=O)O)CC3)cc2)nc1C(N)=O	367.45	0.84		106.17	2	4	1.0	367.45	3.608	0.839	0
CHEMBL4297355	C[C@@H](C1CC1)N1Cc2cc(-c3cc(C(=O)N(C)C)no3)cc(Cl)c2C1=O	373.84	0.82		66.65	0	4	1.0	373.84	3.451	0.823	1
CHEMBL4297357	N[C@H](Cc1ccc(OC[18F])cc1)C(=O)O	212.21	0.76		72.55	2	3	1.0	212.21	0.947	0.762	0
CHEMBL4297364	CC[N+]1(C)[C@@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12	332.42	0.50		59.06	1	4	3.0	332.42	1.453	0.504	1
CHEMBL4297369	CC(=O)Nc1ccc(C(=O)NC(C)(C)C)cc1	234.30	0.82		58.20	2	2	2.0	234.3	2.173	0.824	1
CHEMBL4297371	[2H]C([2H])([2H])[C@H](O)C([2H])([2H])CCCn1c(=O)c2c(ncn2C)n(C)c1=O	285.36	0.78		82.05	1	7	2.0	285.36	-0.015	0.837	0
CHEMBL4297376	Cc1ccc(NS(=O)(=O)c2cccc(C#N)c2)c2[nH]cc(C#N)c12	336.38	0.77		109.54	2	4	2.0	336.38	3.02	0.766	0
CHEMBL4297379	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1C[C@H]1O[C@@H](c3ccco3)O[C@]12C(=O)C[18F]	427.50	0.70		65.74	0	5	2.0	427.5	4.723	0.698	0
CHEMBL4297382	CCC(C)(C)C(=O)C(=O)N1CCC[C@H]1C(=O)O	241.29	0.75		74.68	1	3	2.0	241.29	1.067	0.747	1
CHEMBL4297383	Fc1cc(-c2cccc(-c3nc[nH]n3)c2)cc(F)c1CNC1Cc2ccccc2C1	402.45	0.51		53.60	2	3	2.0	402.45	4.674	0.51	0
CHEMBL4297385	COC[C@@H]1[C@@H](c2ccc(Cl)c(Cl)c2)C[C@@H]2CC[C@H]1N2C	314.26	0.83		12.47	0	2	2.0	314.26	4.206	0.829	0
CHEMBL4297389	O=C1[C@H](C/C=C(\CO)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1	421.44	0.56		60.77	2	3	3.0	421.44	4.841	0.56	0
CHEMBL4297396	Cl.N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)C(=O)C2)cc1	442.35	0.65		65.16	0	5	1.0	442.35	3.727	0.604	1
CHEMBL4297401	Cc1ccc(N2CCNCC2)c(S(=O)(=O)O)c1.O	274.34	0.76		69.64	2	4	2.0	274.34	-0.173	0.729	0
CHEMBL4297404	COc1ccc(CC2OC(=O)NC2=O)cc1C(=O)NCc1ccc(C(F)(F)F)cc1	422.36	0.75		93.73	2	5	3.0	422.36	2.822	0.747	0
CHEMBL4297407	COC(=O)[C@H]1[C@@H](c2ccc(F)cc2)C[C@@H]2CC[C@H]1N2C/C=C/[123I]	425.27	0.54		29.54	0	3	3.0	425.27	3.884	0.542	1
CHEMBL4297408	CC[C@@H]1SC2(CCN(C)CC2)NC1=O	214.33	0.71		32.34	1	3	2.0	214.33	1.05	0.708	1
CHEMBL4297409	COC(=O)c1ccc(-c2ccc(C(=O)OC)cc2)cc1	270.28	0.80		52.60	0	4	3.0	270.28	2.927	0.805	1
CHEMBL4297411	Nc1c2c(nc3c1CCCC3)CCCC2.O=C(O)CCC(=O)O	320.39	0.70		38.91	1	2	3.0	320.39	2.357	0.788	0
CHEMBL4297414	COC(=O)C[C@]1(CN)C[C@H]2CC[C@H]2C1	197.28	0.69		52.32	1	3	2.0	197.28	1.315	0.694	1
CHEMBL4297416	Cn1nccc1-c1ccc(Sc2cccc(C3(C(N)=O)CCOCC3)c2)cc1	393.51	0.72		70.14	1	5	2.0	393.51	3.772	0.716	1
CHEMBL4297417	CN1CC[C@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)[C@H]12	337.42	0.91		44.81	1	4	3.0	337.42	3.667	0.908	1
CHEMBL4297418	Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](COC(=O)CO)C3)c2n1	344.38	0.51		128.18	3	9	2.0	344.38	0.635	0.514	0
CHEMBL4297431	CCOc1ccc(Cc2cc([C@@]34OC[C@@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1F	454.88	0.52		108.61	4	7	3.0	454.88	1.496	0.523	0
CHEMBL4297437	O=C1N=C2C=CC=CN2C12Cc1ccccc1C2	236.27	0.69		32.67	0	2	2.0	236.27	1.848	0.688	1
CHEMBL4297439	COCN1C(=O)N(COC)C(=O)C(c2ccccc2)(c2ccccc2)C1=O	368.39	0.73		76.15	0	5	2.0	368.39	1.971	0.729	1
CHEMBL4297445	Cc1cc(Cc2c(C)nn(CCC(=O)O)c2C)c2c(c1O)CCC2	328.41	0.88		75.35	2	4	3.0	328.41	3.068	0.884	1
CHEMBL4297448	c1ccc(-c2cc(-c3ccncc3)c(N3CCN(c4ncccn4)CC3)nn2)cc1	395.47	0.52		70.93	0	7	1.0	395.47	3.322	0.525	1
CHEMBL4297449	CC(C)N1CCC(N2CCCN(c3cccc(C(=O)Nc4ccncc4)n3)CC2)CC1	422.58	0.80		64.60	1	6	1.0	422.58	3.114	0.799	1
CHEMBL4297450	COc1cc(CO)ccc1O	154.16	0.66		49.69	2	3	2.0	154.16	0.893	0.665	0
CHEMBL4297455	O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2nccnc12	421.36	0.54		110.86	1	8	3.0	421.36	2.49	0.539	0
CHEMBL4297457	CC(C)(O)c1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12.Cl	364.28	0.80		50.42	1	4	2.0	364.28	4.112	0.761	0
CHEMBL4297459	O=C1CCC(N2C(=O)c3cccc(CNC(=O)C4CC4)c3C2=O)C(=O)N1	355.35	0.74		112.65	2	5	1.0	355.35	0.114	0.745	0
CHEMBL4297460	CCOc1cc([C@@H](CS(C)(=O)=O)N2Cc3cccc(NC(=O)C4CC4)c3C2=O)ccc1OC	472.56	0.60		102.01	1	6	2.0	472.56	3.184	0.601	0
CHEMBL4297461	COc1cccc2[nH]c3c4c(c5c(c3c12)C(=O)N(CN1CCN(C)CC1)C5=O)CCC4	418.50	0.66		68.88	1	5	1.0	418.5	2.619	0.663	1
CHEMBL4297464	CS(=O)(=O)c1ccccc1S(=O)(=O)NO	251.28	0.72		100.54	2	5	2.0	251.29	-0.242	0.722	0
CHEMBL4297476	C[C@@H]1CNS(=O)(=O)N(c2ccc3c(C#N)nccc3c2)C1	302.36	0.86		86.09	1	4	1.0	302.36	1.397	0.862	1
CHEMBL4297477	Cn1cc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)[C@@H]3CC3(F)F)n2)cn1	389.41	0.86		79.18	1	7	3.0	389.41	1.788	0.859	1
CHEMBL4297479	C[C@@H](O)c1nnc([C@H]2C[C@H](NC(=O)c3cc(-c4ccccc4)no3)C2)o1	354.37	0.72		114.28	2	7	2.0	354.37	2.454	0.723	0
CHEMBL4297484	COCCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(C#N)c3)CC2)CC1	398.55	0.73		68.60	1	5	2.0	398.55	2.782	0.729	1
CHEMBL4297485	Cc1ccncc1N1CCN(c2ccnc(Cl)c2)C1=O	288.74	0.80		49.33	0	3	1.0	288.74	2.885	0.799	1
CHEMBL4297489	Cc1nn(C)cc1CN1CCC(c2ccc(C(=O)Nc3ccccc3N)cc2)CC1	403.53	0.63		76.18	2	5	2.0	403.53	3.943	0.633	1
CHEMBL4297492	CCC[C@H](C)Oc1nc(N)c2[nH]c(=O)n(CCCCCN3CCCCC3)c2n1	390.53	0.60		102.06	2	7	2.0	390.53	2.925	0.605	0
CHEMBL4297497	NCc1ccc2c(c1)nc(CN1C(=O)C3(CC3)c3ccc(F)cc31)n2CCCC(F)(F)F	446.45	0.57		64.15	1	4	2.0	446.45	4.555	0.565	0
CHEMBL4297507	C[C@H]1CN(C(=O)CC#N)[C@]12CCN(c1ncnc3[nH]ccc13)C2	310.36	0.90		88.91	1	5	3.0	310.36	1.299	0.903	1
CHEMBL4297510	O=C(NCCS)c1cccc(C(=O)NCCS)c1	284.41	0.59		58.20	4	4	2.0	284.41	1.006	0.589	0
CHEMBL4297517	CC(C)n1c(=O)cc(N[C@@H](C)c2ccccc2)[nH]c1=O	273.34	0.90		66.89	2	4	4.0	273.34	2.291	0.898	1
CHEMBL4297521	COCc1nn2c(CN3C[C@@H](CC(F)(F)Cl)CC3=O)c(C(F)(F)F)nc2s1	432.80	0.52		59.73	0	6	3.0	432.8	3.526	0.517	1
CHEMBL4297522	CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3[nH]c(CN4CCOCC4)cc3c21	487.51	0.57		83.16	1	6	4.0	487.51	3.657	0.572	1
CHEMBL4297523	COc1ccc2[nH]cc(CCNC(=O)c3cc(=O)cco3)c2c1	312.33	0.76		84.33	2	4	2.0	312.32	2.102	0.755	1
CHEMBL4297526	COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21	439.31	0.57		69.37	0	6	4.0	439.31	4.184	0.572	0
CHEMBL4297528	Cc1cn2nc(-c3cc(=O)n4cc(N5CCNC6(CC6)C5)ccc4n3)cc(C)c2n1	401.47	0.55		79.83	1	8	4.0	401.47	1.963	0.553	1
CHEMBL4297543	COCCCC(=O)NCc1ccc(C(F)(F)F)cc1	275.27	0.81		38.33	1	2	1.0	275.27	2.748	0.811	1
CHEMBL4297583	Cc1nc2cc(C(=O)N(C)C)cc(O[C@H]3CCOc4cc(F)cc(F)c43)c2[nH]1	387.39	0.74		67.45	1	4	3.0	387.39	3.754	0.743	1
CHEMBL4297587	Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)N[C@H]1CCN(C(=O)N(C)C)C1	439.49	0.64		97.54	3	3	2.0	439.49	2.749	0.642	0
CHEMBL4297590	COc1ccc(-n2nccn2)c(C(=O)N2CCC[C@@]2(C)c2nc3c(C)c(Cl)ccc3[nH]2)c1	450.93	0.50		88.93	1	6	4.0	450.93	4.265	0.501	0
CHEMBL4297592	Cc1cccc(C)c1N(CC(=O)Nc1ccc(-c2ncon2)cc1)C(=O)C1CCS(=O)(=O)CC1	482.56	0.57		122.47	1	7	4.0	482.56	3.15	0.573	0
CHEMBL4297594	CC(C)OCCn1c(=S)[nH]c(=O)c2[nH]ccc21	253.33	0.82		62.81	2	4	3.0	253.33	1.812	0.817	1
CHEMBL4297600	NC(=O)c1ccn(-c2cnc(NC[C@]3(c4ncccc4F)C[C@H](F)C3)nc2)c1	384.39	0.68		98.72	2	6	3.0	384.39	2.382	0.68	0
CHEMBL4297605	O=C(CN1CCC(CN2Cc3ccccc3C2=O)CC1)c1ccc(F)cc1	366.44	0.76		40.62	0	3	3.0	366.44	3.376	0.762	1
CHEMBL4297606	COc1ccc(-c2cc(=O)c3c(OC)cc(OCC(=O)O)cc3o2)cc1OC	386.36	0.66		104.43	1	7	3.0	386.36	2.949	0.661	0
CHEMBL4297610	C[C@H](Nc1ccc(C#N)n(C)c1=O)c1cc2cc(Cl)ccc2[nH]c1=O	354.80	0.76		90.68	2	5	4.0	354.8	2.925	0.756	0
CHEMBL4297611	CC(C)(NC(=O)O[C@@H]1CN2CCC1CC2)c1csc(-c2ccc(F)cc2)n1	389.50	0.86		54.46	1	5	3.0	389.5	4.005	0.859	0
CHEMBL4297615	CCOc1c([C@H](C)n2nc(C)c3c(N)ncnc32)cc(Cl)c(F)c1[C@@H]1CNC(=O)C1	432.89	0.64		107.95	2	7	3.0	432.89	3.121	0.641	0
CHEMBL4297619	O=C(O)CNC(=O)c1c(O)cc(CCc2ccccc2)n2ncnc12	340.34	0.62		116.82	3	6	3.0	340.34	1.034	0.617	0
CHEMBL4297620	NC(=O)OC[C@H](N)Cc1ccccc1	194.23	0.74		78.34	2	3	4.0	194.23	0.652	0.738	0
CHEMBL4297621	C[C@@H](N[C@H]1CCN(c2ccc(CC(=O)O)cc2)C1)c1cccc2ccccc12	374.48	0.67		52.57	2	3	3.0	374.48	4.396	0.672	0
CHEMBL4297622	C[C@@H]1OC(=O)N[C@@H]1C(=O)N[C@@H](Cc1cscn1)C(=O)N1CCC[C@H]1C	366.44	0.80		100.63	2	6	3.0	366.44	0.678	0.798	0
CHEMBL4297623	NC(=O)/C(=C/n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)c1cncnc1	428.30	0.51		99.58	1	6	2.0	428.3	3.256	0.508	0
CHEMBL4297624	CCOC(=O)C12CCC(NCC(=O)N3C[C@@H](F)C[C@H]3C#N)(CC1)CC2	351.42	0.76		82.43	1	5	2.0	351.42	1.695	0.762	1
CHEMBL4297625	CCc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc2c(c1)OCCO2	416.47	0.58		108.61	4	7	2.0	416.47	1.126	0.579	0
CHEMBL4297627	C[C@@H]1CCc2ncc(F)cc2[C@H]2CCCN2c2ccn3ncc(c3n2)C(=O)N1	380.43	0.65		75.42	1	6	2.0	380.43	2.669	0.649	1
CHEMBL4297635	CCCCCc1cccc(CC(=O)O)c1	206.28	0.73		37.30	1	1	2.0	206.28	3.046	0.726	1
CHEMBL4297641	C/C(=N\NC(=O)c1cccc(S(=O)(=O)N2CCN(C)CC2)c1)c1cc(Cl)ccc1O	450.95	0.54		102.31	2	6	2.0	450.95	2.136	0.536	0
