chembl_id	smiles	top_conf	c_rel
CHEMBL595	CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1	-1.7261075973510742	-0.2727022171020508
CHEMBL279157	CNC(C)C(O)c1ccccc1	-1.7297406196594238	-0.2763352394104004
CHEMBL1788132	CC(Oc1c(Cl)cccc1Cl)C1=NCCN1.Cl	-1.7331078052520752	-0.27970242500305176
CHEMBL549	CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21	-1.7363243103027344	-0.28291893005371094
CHEMBL569	CCN(CC)CCOC(=O)c1ccc(N)cc1	-1.7380592823028564	-0.284653902053833
CHEMBL109	CCCC(CCC)C(=O)O	-1.742608904838562	-0.2892035245895386
CHEMBL268164	CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O	-1.7476252317428589	-0.29421985149383545
CHEMBL12	CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21	-1.7596865892410278	-0.3062812089920044
CHEMBL529437	COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C.Cl	-1.7602297067642212	-0.30682432651519775
CHEMBL550	CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C	-1.7625640630722046	-0.30915868282318115
CHEMBL13178	COc1ccc(C(=O)c2c(C)n(CCN3CCOCC3)c3ccccc23)cc1	-1.7714468240737915	-0.31804144382476807
CHEMBL39	NCCc1c[nH]c2ccc(O)cc12	-1.7809867858886719	-0.32758140563964844
CHEMBL123693	CCCCCC(C)N	-1.782676100730896	-0.32927072048187256
CHEMBL277474	Cc1cc(=O)n(-c2ccccc2)n1C	-1.7917797565460205	-0.33837437629699707
CHEMBL2105561	CN1CCN(C(=O)OC2C3=C(SCCS3)C(=O)N2c2ccc3ccc(Cl)nc3n2)CC1	-1.7941609621047974	-0.3407555818557739
CHEMBL88	O=P1(N(CCCl)CCCl)NCCCO1	-1.7946034669876099	-0.3411980867385864
CHEMBL1405	C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O	-1.800092339515686	-0.3466869592666626
CHEMBL428676	CN(C)CCN1C(=O)c2cccc3cc(N)cc(c23)C1=O	-1.8030427694320679	-0.34963738918304443
CHEMBL460	CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2	-1.80332350730896	-0.3499181270599365
CHEMBL708	O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1	-1.8097816705703735	-0.3563762903213501
CHEMBL20734	CNc1cc(OC)c(C(=O)NC2CCN(Cc3ccccc3)C2C)cc1Cl	-1.813054084777832	-0.3596487045288086
CHEMBL6273	CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1	-1.813364863395691	-0.3599594831466675
CHEMBL622	CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3	-1.8217401504516602	-0.3683347702026367
CHEMBL19393	C[C@@H](N)Cc1ccccc1	-1.8221019506454468	-0.36869657039642334
CHEMBL27114	O=C1NC2(CCCCC2)C(=O)N1CCN(CCCl)CCCl	-1.8251651525497437	-0.3717597723007202
CHEMBL19224	COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC	-1.8273768424987793	-0.37397146224975586
CHEMBL686	Cc1cccc(Nc2ccccc2C(=O)O)c1C	-1.8292100429534912	-0.3758046627044678
CHEMBL2106757	Clc1ccc(N2CCN(C/C=C/c3ccccc3)CC2)nn1	-1.8392002582550049	-0.38579487800598145
CHEMBL27	CC(C)NCC(O)COc1cccc2ccccc12	-1.841172456741333	-0.38776707649230957
CHEMBL2104520	COC(=O)C1(c2ccccc2)CCCN(C)C(C)C1	-1.844980001449585	-0.3915746212005615
CHEMBL17669	O=C1NC(=O)C(Cc2ccc3c(c2)CC[C@H](Cc2ccccc2)O3)S1	-1.8523367643356323	-0.3989313840866089
CHEMBL44746	COc1c2occc2c(OC)c2c(=O)cc(C)oc12	-1.855397343635559	-0.40199196338653564
CHEMBL524	COc1ccc(OC)c(C(O)C(C)N)c1	-1.858136773109436	-0.4047313928604126
CHEMBL8946	CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1O	-1.8605583906173706	-0.40715301036834717
