Gene	gene_name	uniprot_primary	sc_ntpm	cortex_ntpm	skm_ntpm	heart_ntpm	description	protein_class	druggable_class
ENSG00000130226	DPP6	P42658	14.8	55.3	5.5	0.2	Dipeptidyl peptidase like 6	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000103227	LMF1	Q96S06	14.8	11.6	4.0	6.4	Lipase maturation factor 1	Disease related genes, Human disease related genes, Predicted membrane proteins	True
ENSG00000184489	PTP4A3	O75365	14.8	29.5	565.4	516.5	Protein tyrosine phosphatase 4A3	Enzymes, Predicted intracellular proteins	True
ENSG00000108406	DHX40	Q8IX18	14.8	16.2	16.8	17.0	DEAH-box helicase 40	Enzymes, Predicted intracellular proteins	True
ENSG00000169762	TAPT1	Q6NXT6	14.8	12.8	33.3	8.6	Transmembrane anterior posterior transformation 1	Disease related genes, Human disease related genes, Predicted membrane proteins	True
ENSG00000084073	ZMPSTE24	O75844	14.8	14.8	13.0	19.3	Zinc metallopeptidase STE24	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters	True
ENSG00000161217	PCYT1A	P49585	14.8	15.1	69.1	43.5	Phosphate cytidylyltransferase 1A, choline	Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000107819	SFXN3	Q9BWM7	14.8	23.9	3.7	16.0	Sideroflexin 3	Metabolic proteins, Predicted membrane proteins	True
ENSG00000120256	LRP11	Q86VZ4	14.8	26.7	4.3	9.8	LDL receptor related protein 11	Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000125772	GPCPD1	Q9NPB8	14.8	16.2	16.8	16.5	Glycerophosphocholine phosphodiesterase 1	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000011422	PLAUR	Q03405	14.7	5.0	3.8	24.9	Plasminogen activator, urokinase receptor	Cancer-related genes, CD markers, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000138814	PPP3CA	Q08209	14.7	114.2	47.9	8.6	Protein phosphatase 3 catalytic subunit alpha	Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000196470	SIAH1	Q8IUQ4	14.7	14.7	20.7	14.0	Siah E3 ubiquitin protein ligase 1	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters	True
ENSG00000105229	PIAS4	Q8N2W9	14.7	11.3	10.6	9.9	Protein inhibitor of activated STAT 4	Enzymes, Predicted intracellular proteins	True
ENSG00000161204	ABCF3	Q9NUQ8	14.7	21.4	49.5	29.5	ATP binding cassette subfamily F member 3	Predicted intracellular proteins, Transporters	True
ENSG00000100890	PRORP	O15091	14.7	10.5	13.1	12.2	Protein only RNase P catalytic subunit	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins	True
ENSG00000154856	APCDD1	Q8J025	14.7	33.1	6.9	30.9	APC down-regulated 1	Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000025796	SEC63	Q9UGP8	14.7	19.8	13.2	17.8	SEC63 homolog, protein translocation regulator	Disease related genes, Essential proteins, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	True
ENSG00000160049	DFFA	O00273	14.7	11.5	11.4	11.3	DNA fragmentation factor subunit alpha	Plasma proteins, Predicted intracellular proteins	True
ENSG00000169490	TM2D2	Q9BX73	14.7	20.0	14.9	18.4	TM2 domain containing 2	Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000086015	MAST2	Q6P0Q8	14.7	17.0	161.4	58.5	Microtubule associated serine/threonine kinase 2	Cancer-related genes, Enzymes, Predicted membrane proteins	True
ENSG00000141027	NCOR1	O75376	14.7	21.7	38.4	19.2	Nuclear receptor corepressor 1	Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors	True
ENSG00000205133	TRIQK	Q629K1	14.7	17.0	2.3	18.8	Triple QxxK/R motif containing	Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000135596	MICAL1	Q8TDZ2	14.7	21.7	5.2	11.4	Microtubule associated monooxygenase, calponin and LIM domain containing 1	Enzymes, Predicted intracellular proteins	True
ENSG00000083720	OXCT1	P55809	14.7	57.5	27.6	230.2	3-oxoacid CoA-transferase 1	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000156136	DCK	P27707	14.7	16.6	8.9	9.7	Deoxycytidine kinase	Enzymes, FDA approved drug targets, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000162959	MEMO1	Q9Y316	14.7	15.7	53.7	34.0	Mediator of cell motility 1	Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000143126	CELSR2	Q9HCU4	14.7	24.4	8.3	4.5	Cadherin EGF LAG seven-pass G-type receptor 2	Essential proteins, G-protein coupled receptors, Predicted membrane proteins	True
ENSG00000113240	CLK4	Q9HAZ1	14.6	11.3	16.4	12.7	CDC like kinase 4	Enzymes, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000185989	RASA3	Q14644	14.6	18.3	13.5	12.4	RAS p21 protein activator 3	Plasma proteins, Predicted intracellular proteins, RAS pathway related proteins	True
ENSG00000147155	EBP	Q15125	14.6	16.0	8.9	36.8	EBP cholestenol delta-isomerase	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins	True
ENSG00000140688	RUSF1	Q96GQ5	14.6	31.2	8.9	26.7	RUS family member 1	Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000120733	KDM3B	Q7LBC6	14.6	16.6	40.0	19.4	Lysine demethylase 3B	Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000134452	FBH1	Q8NFZ0	14.6	16.2	28.9	42.1	F-box DNA helicase 1	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted membrane proteins	True
ENSG00000130202	NECTIN2	Q92692	14.6	18.4	19.5	69.2	Nectin cell adhesion molecule 2	CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000040487	SLC66A1	Q6ZP29	14.6	12.9	13.5	10.7	Solute carrier family 66 member 1	Predicted membrane proteins, Transporters	True
ENSG00000029363	BCLAF1	Q9NYF8	14.6	29.7	25.3	15.6	BCL2 associated transcription factor 1	Cancer-related genes, Essential proteins, Plasma proteins, Predicted intracellular proteins	True
ENSG00000101972	STAG2	Q8N3U4	14.6	20.5	17.4	18.7	Stromal antigen 2	Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000134291	TMEM106C	Q9BVX2	14.6	30.0	24.9	55.5	Transmembrane protein 106C	Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000113845	TIMMDC1	Q9NPL8	14.6	9.1	26.8	41.2	Translocase of inner mitochondrial membrane domain containing 1	Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000183048	SLC25A10	Q9UBX3	14.6	8.6	5.3	9.6	Solute carrier family 25 member 10	Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000154721	JAM2	P57087	14.6	18.6	7.3	18.6	Junctional adhesion molecule 2	CD markers, Disease related genes, Human disease related genes, Predicted membrane proteins	True
ENSG00000027847	B4GALT7	Q9UBV7	14.6	21.1	19.7	22.8	Beta-1,4-galactosyltransferase 7	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000104907	TRMT1	Q9NXH9	14.6	19.9	27.5	16.2	TRNA methyltransferase 1	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000198492	YTHDF2	Q9Y5A9	14.6	21.0	43.1	25.3	YTH N6-methyladenosine RNA binding protein 2	Plasma proteins, Predicted intracellular proteins	True
ENSG00000182544	MFSD5	Q6N075	14.5	13.8	18.0	20.8	Major facilitator superfamily domain containing 5	Predicted membrane proteins, Transporters	True
ENSG00000164209	SLC25A46	Q96AG3	14.5	25.7	52.2	29.1	Solute carrier family 25 member 46	Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000178826	TMEM139	Q8IV31	14.5	1.0	0.1	3.1	Transmembrane protein 139	Predicted membrane proteins, Transporters	True
ENSG00000102910	LONP2	Q86WA8	14.5	17.9	22.1	20.9	Lon peptidase 2, peroxisomal	Enzymes, Predicted intracellular proteins	True
ENSG00000101542	CDH20	Q9HBT6	14.5	14.5	4.3	0.1	Cadherin 20	Predicted membrane proteins	True
ENSG00000118197	DDX59	Q5T1V6	14.5	8.8	31.2	12.7	DEAD-box helicase 59	Disease related genes, Enzymes, Essential proteins, Human disease related genes, Potential drug targets, Predicted intracellular proteins	True
ENSG00000175029	CTBP2	P56545	14.5	16.8	21.4	18.8	C-terminal binding protein 2	Plasma proteins, Predicted intracellular proteins	True
ENSG00000198561	CTNND1	O60716	14.5	18.6	17.1	32.2	Catenin delta 1	Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters	True
ENSG00000129151	BBOX1	O75936	14.5	21.3	0.8	0.0	Gamma-butyrobetaine hydroxylase 1	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000075975	MKRN2	Q9H000	14.5	20.7	24.6	31.4	Makorin ring finger protein 2	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000166908	PIP4K2C	Q8TBX8	14.5	31.8	12.1	13.9	Phosphatidylinositol-5-phosphate 4-kinase type 2 gamma	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000089022	MAPKAPK5	Q8IW41	14.5	13.3	29.5	16.1	MAPK activated protein kinase 5	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000135632	SMYD5	Q6GMV2	14.5	24.4	17.1	17.4	SMYD family member 5	Enzymes, Predicted intracellular proteins	True
ENSG00000103148	NPRL3	Q12980	14.5	21.2	22.6	14.9	NPR3 like, GATOR1 complex subunit	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000158315	RHBDL2	Q9NX52	14.5	4.6	0.5	7.2	Rhomboid like 2	Enzymes, Predicted membrane proteins	True
ENSG00000050393	MCUR1	Q96AQ8	14.4	18.3	18.1	12.3	Mitochondrial calcium uniporter regulator 1	Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000108788	MLX	Q9UH92	14.4	14.3	71.0	53.6	MAX dimerization protein MLX	Plasma proteins, Predicted intracellular proteins, Transcription factors	True
ENSG00000108883	EFTUD2	Q15029	14.4	23.7	63.2	33.0	Elongation factor Tu GTP binding domain containing 2	Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000122756	CNTFR	P26992	14.4	64.5	120.6	37.5	Ciliary neurotrophic factor receptor	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000127527	EPS15L1	Q9UBC2	14.4	21.8	70.0	42.2	Epidermal growth factor receptor pathway substrate 15 like 1	Plasma proteins, Predicted intracellular proteins	True
ENSG00000166224	SGPL1	O95470	14.4	12.0	9.5	6.0	Sphingosine-1-phosphate lyase 1	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000133574	GIMAP4	Q9NUV9	14.4	9.1	16.3	32.9	GTPase, IMAP family member 4	Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000112294	ALDH5A1	P51649	14.4	37.9	54.2	13.5	Aldehyde dehydrogenase 5 family member A1	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000083799	CYLD	Q9NQC7	14.4	18.8	31.3	18.8	CYLD lysine 63 deubiquitinase	Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000204574	ABCF1	Q8NE71	14.4	19.2	90.7	30.5	ATP binding cassette subfamily F member 1	Essential proteins, Plasma proteins, Predicted intracellular proteins, Transporters	True
ENSG00000150782	IL18	Q14116	14.4	4.1	6.0	2.9	Interleukin 18	Cancer-related genes, Candidate cardiovascular disease genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	True
ENSG00000087085	ACHE	P22303	14.4	23.4	152.9	11.4	Acetylcholinesterase (Cartwright blood group)	Blood group antigen proteins, Enzymes, FDA approved drug targets, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000256235	SMIM3	Q9BZL3	14.4	11.9	22.8	56.5	Small integral membrane protein 3	Essential proteins, Predicted membrane proteins	True
ENSG00000126107	HECTD3	Q5T447	14.4	15.5	38.3	16.3	HECT domain E3 ubiquitin protein ligase 3	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000261052	SULT1A3	P0DMM9	14.4	23.9	10.6	22.7	Sulfotransferase family 1A member 3	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000147548	NSD3	Q9BZ95	14.4	25.9	13.3	12.8	Nuclear receptor binding SET domain protein 3	Cancer-related genes, Disease related genes, Enzymes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000112763	BTN2A1	Q7KYR7	14.3	11.5	11.4	15.7	Butyrophilin subfamily 2 member A1	Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000221926	TRIM16	O95361	14.3	7.6	34.5	21.7	Tripartite motif containing 16	Enzymes, Predicted intracellular proteins	True
ENSG00000148985	PGAP2	Q9UHJ9	14.3	11.4	10.8	20.7	Post-GPI attachment to proteins 2	Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000075151	EIF4G3	O43432	14.3	26.7	34.0	17.3	Eukaryotic translation initiation factor 4 gamma 3	Plasma proteins, Predicted intracellular proteins	True
ENSG00000164086	DUSP7	Q16829	14.3	23.9	21.7	21.3	Dual specificity phosphatase 7	Enzymes, Predicted intracellular proteins	True
ENSG00000085415	SEH1L	Q96EE3	14.3	28.4	34.9	14.5	SEH1 like nucleoporin	Essential proteins, Metabolic proteins, Predicted intracellular proteins, Transporters	True
ENSG00000005810	MYCBP2	O75592	14.2	35.8	17.0	16.6	MYC binding protein 2	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000136631	VPS45	Q9NRW7	14.2	22.8	19.1	34.4	Vacuolar protein sorting 45 homolog	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000111321	LTBR	P36941	14.2	7.5	26.4	37.8	Lymphotoxin beta receptor	Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000078140	UBE2K	P61086	14.2	38.4	34.9	17.2	Ubiquitin conjugating enzyme E2 K	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000124615	MOCS1	Q9NZB8	14.2	10.1	30.7	28.1	Molybdenum cofactor synthesis 1	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000141556	TBCD	Q9BTW9	14.2	22.7	21.4	34.5	Tubulin folding cofactor D	Disease related genes, Essential proteins, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000185565	LSAMP	Q13449	14.2	56.9	0.2	2.1	Limbic system associated membrane protein	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000136160	EDNRB	P24530	14.2	48.7	11.7	29.7	Endothelin receptor type B	Disease related genes, FDA approved drug targets, G-protein coupled receptors, Human disease related genes, Predicted membrane proteins	True
ENSG00000102547	CAB39L	Q9H9S4	14.2	23.6	6.8	20.3	Calcium binding protein 39 like	Plasma proteins, Predicted intracellular proteins	True
ENSG00000146828	SLC12A9	Q9BXP2	14.2	5.4	2.4	3.9	Solute carrier family 12 member 9	Predicted membrane proteins, Transporters	True
ENSG00000185722	ANKFY1	Q9P2R3	14.2	19.9	13.2	10.9	Ankyrin repeat and FYVE domain containing 1	Plasma proteins, Predicted intracellular proteins	True
ENSG00000141068	KSR1	Q8IVT5	14.2	14.7	28.1	14.8	Kinase suppressor of ras 1	Enzymes, Predicted intracellular proteins, RAS pathway related proteins	True
ENSG00000198836	OPA1	O60313	14.2	22.4	30.0	36.8	OPA1 mitochondrial dynamin like GTPase	Disease related genes, Enzymes, Essential proteins, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters	True
ENSG00000148123	PLPPR1	Q8TBJ4	14.1	13.9	0.0	0.0	Phospholipid phosphatase related 1	Predicted membrane proteins	True
ENSG00000272325	NUDT3	O95989	14.1	43.8	66.2	19.4	Nudix hydrolase 3	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000110429	FBXO3	Q9UK99	14.1	29.2	116.2	43.3	F-box protein 3	Plasma proteins, Predicted intracellular proteins	True
ENSG00000113593	PPWD1	Q96BP3	14.1	11.1	13.8	12.6	Peptidylprolyl isomerase domain and WD repeat containing 1	Enzymes, Essential proteins, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000166387	PPFIBP2	Q8ND30	14.1	7.4	25.4	10.3	PPFIA binding protein 2	Plasma proteins, Predicted intracellular proteins	True
ENSG00000127948	POR	P16435	14.1	25.6	53.4	41.1	Cytochrome p450 oxidoreductase	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000105426	PTPRS	Q13332	14.1	36.9	11.1	32.5	Protein tyrosine phosphatase receptor type S	Enzymes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins	True
ENSG00000167074	TEF	Q10587	14.1	53.1	41.2	30.4	TEF transcription factor, PAR bZIP family member	Plasma proteins, Predicted intracellular proteins, Transcription factors	True
ENSG00000149187	CELF1	Q92879	14.1	22.6	61.9	25.3	CUGBP Elav-like family member 1	Plasma proteins, Predicted intracellular proteins	True
ENSG00000090382	LYZ	P61626	14.1	12.9	31.8	32.7	Lysozyme	Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted secreted proteins	True
ENSG00000164880	INTS1	Q8N201	14.1	32.3	52.9	22.2	Integrator complex subunit 1	Disease related genes, Essential proteins, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000066044	ELAVL1	Q15717	14.1	18.5	34.8	31.9	ELAV like RNA binding protein 1	Plasma proteins, Predicted intracellular proteins	True
ENSG00000204977	TRIM13	O60858	14.1	10.8	23.7	15.7	Tripartite motif containing 13	Enzymes, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000157150	TIMP4	Q99727	14.1	19.0	21.8	42.5	TIMP metallopeptidase inhibitor 4	Plasma proteins, Predicted secreted proteins	True
ENSG00000130640	TUBGCP2	Q9BSJ2	14.0	24.3	31.1	21.5	Tubulin gamma complex associated protein 2	Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000101782	RIOK3	O14730	14.0	14.1	62.8	30.5	RIO kinase 3	Enzymes, Predicted intracellular proteins	True
ENSG00000143224	PPOX	P50336	14.0	15.5	7.1	12.2	Protoporphyrinogen oxidase	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000111907	TPD52L1	Q16890	14.0	85.7	108.2	66.8	TPD52 like 1	Plasma proteins, Predicted intracellular proteins	True
ENSG00000100033	PRODH	O43272	14.0	57.2	46.7	17.9	Proline dehydrogenase 1	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000152332	UHMK1	Q8TAS1	14.0	21.2	24.0	10.9	U2AF homology motif kinase 1	Enzymes, Predicted intracellular proteins	True
ENSG00000187555	USP7	Q93009	14.0	21.7	42.1	21.2	Ubiquitin specific peptidase 7	Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000145945	FAM50B	Q9Y247	14.0	18.8	30.1	17.0	Family with sequence similarity 50 member B	Plasma proteins, Predicted intracellular proteins	True
ENSG00000072135	PTPN18	Q99952	14.0	16.2	7.3	15.3	Protein tyrosine phosphatase non-receptor type 18	Enzymes, Predicted intracellular proteins	True
ENSG00000118855	MFSD1	Q9H3U5	14.0	16.9	10.4	19.1	Major facilitator superfamily domain containing 1	Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000100462	PRMT5	O14744	14.0	24.8	66.0	34.1	Protein arginine methyltransferase 5	Enzymes, Essential proteins, Plasma proteins, Predicted intracellular proteins	True
ENSG00000187838	PLSCR3	Q9NRY6	14.0	11.7	21.8	31.4	Phospholipid scramblase 3	Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000113552	GNPDA1	P46926	14.0	23.7	25.0	16.2	Glucosamine-6-phosphate deaminase 1	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000241973	PI4KA	P42356	14.0	103.1	23.0	20.9	Phosphatidylinositol 4-kinase alpha	Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000137200	CMTR1	Q8N1G2	14.0	23.0	28.7	24.1	Cap methyltransferase 1	Enzymes, Essential proteins, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000105771	SMG9	Q9H0W8	14.0	11.4	7.1	7.4	SMG9 nonsense mediated mRNA decay factor	Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000138621	PPCDC	Q96CD2	14.0	6.5	11.0	8.1	Phosphopantothenoylcysteine decarboxylase	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000121057	AKAP1	Q92667	14.0	24.9	194.7	78.5	A-kinase anchoring protein 1	Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000170464	DNAJC18	Q9H819	13.9	15.3	7.2	6.5	DnaJ heat shock protein family (Hsp40) member C18	Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000107968	MAP3K8	P41279	13.9	4.4	6.3	17.6	Mitogen-activated protein kinase kinase kinase 8	Enzymes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000136536	MARCHF7	Q9H992	13.9	24.6	51.7	45.8	Membrane associated ring-CH-type finger 7	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000113580	NR3C1	P04150	13.9	17.4	42.1	22.7	Nuclear receptor subfamily 3 group C member 1	Disease related genes, FDA approved drug targets, Human disease related genes, Nuclear receptors, Plasma proteins, Predicted intracellular proteins, Transcription factors	True
ENSG00000162302	RPS6KA4	O75676	13.9	24.9	15.3	15.4	Ribosomal protein S6 kinase A4	Enzymes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000129219	PLD2	O14939	13.9	14.0	4.8	10.0	Phospholipase D2	Enzymes, Metabolic proteins, Predicted intracellular proteins, RAS pathway related proteins	True
ENSG00000068796	KIF2A	O00139	13.9	34.9	4.2	5.8	Kinesin family member 2A	Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000124507	PACSIN1	Q9BY11	13.9	238.9	0.2	5.1	Protein kinase C and casein kinase substrate in neurons 1	Plasma proteins, Predicted intracellular proteins	True
ENSG00000163481	RNF25	Q96BH1	13.9	20.7	22.1	15.1	Ring finger protein 25	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000006210	CX3CL1	P78423	13.9	57.8	14.6	43.8	C-X3-C motif chemokine ligand 1	Plasma proteins, Predicted membrane proteins, Predicted secreted proteins	True
ENSG00000153015	CWC27	Q6UX04	13.9	14.2	23.0	18.7	CWC27 spliceosome associated cyclophilin	Disease related genes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000166747	AP1G1	O43747	13.9	22.1	27.7	13.2	Adaptor related protein complex 1 subunit gamma 1	Disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Transporters	True
ENSG00000213024	NUP62	P37198	13.9	13.8	31.2	19.1	Nucleoporin 62	Disease related genes, Essential proteins, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Transporters	True
ENSG00000081479	LRP2	P98164	13.9	3.2	0.1	0.1	LDL receptor related protein 2	Disease related genes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000160862	AZGP1	P25311	13.8	7.5	1.8	122.7	Alpha-2-glycoprotein 1, zinc-binding	Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	True
ENSG00000145362	ANK2	Q01484	13.8	79.8	120.2	73.9	Ankyrin 2	Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters	True
ENSG00000106617	PRKAG2	Q9UGJ0	13.8	24.1	13.3	122.3	Protein kinase AMP-activated non-catalytic subunit gamma 2	Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000164961	WASHC5	Q12768	13.8	13.7	15.1	15.1	WASH complex subunit 5	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000114698	PLSCR4	Q9NRQ2	13.8	22.6	7.1	26.6	Phospholipid scramblase 4	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000135845	PIGC	Q92535	13.8	12.3	12.9	14.2	Phosphatidylinositol glycan anchor biosynthesis class C	Disease related genes, Human disease related genes, Metabolic proteins, Predicted membrane proteins	True
ENSG00000171914	TLN2	Q9Y4G6	13.8	23.4	24.4	11.3	Talin 2	Plasma proteins, Predicted intracellular proteins	True
ENSG00000074695	LMAN1	P49257	13.8	15.3	31.2	39.9	Lectin, mannose binding 1	Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	True
ENSG00000165527	ARF6	P62330	13.8	13.0	21.4	15.7	ADP ribosylation factor 6	Enzymes, Predicted intracellular proteins, RAS pathway related proteins	True
ENSG00000104537	ANXA13	P27216	13.8	0.2	0.0	0.1	Annexin A13	Plasma proteins, Predicted intracellular proteins	True
ENSG00000169439	SDC2	P34741	13.8	44.0	18.7	68.3	Syndecan 2	CD markers, Predicted membrane proteins	True
ENSG00000136448	NMT1	P30419	13.8	32.2	33.4	26.3	N-myristoyltransferase 1	Enzymes, Essential proteins, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000118939	UCHL3	P15374	13.8	20.8	44.4	24.4	Ubiquitin C-terminal hydrolase L3	Enzymes, Predicted intracellular proteins	True
ENSG00000124107	SLPI	P03973	13.8	7.2	587.3	63.2	Secretory leukocyte peptidase inhibitor	Cancer-related genes, Plasma proteins, Predicted secreted proteins	True
ENSG00000169826	CSGALNACT2	Q8N6G5	13.8	9.0	13.7	12.0	Chondroitin sulfate N-acetylgalactosaminyltransferase 2	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000103479	RBL2	Q08999	13.8	16.0	28.2	24.0	RB transcriptional corepressor like 2	Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	True
