Gene	gene_name	uniprot_primary	sc_ntpm	cortex_ntpm	skm_ntpm	heart_ntpm	description	protein_class	druggable_class
ENSG00000121753	ADGRB2	O60241	6.7	74.7	0.7	4.3	Adhesion G protein-coupled receptor B2	G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000213533	STIMATE	Q86TL2	6.6	6.5	16.4	5.9	STIM activating enhancer	Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000136875	PRPF4	O43172	6.6	9.5	17.2	10.2	Pre-mRNA processing factor 4	Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000102393	GLA	P06280	6.6	5.1	5.4	9.3	Galactosidase alpha	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000163933	RFT1	Q96AA3	6.6	7.6	4.6	8.4	RFT1 homolog	Disease related genes, Essential proteins, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	True
ENSG00000110395	CBL	P22681	6.6	6.7	2.4	4.0	Cbl proto-oncogene	Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000125843	AP5S1	Q9NUS5	6.6	9.0	17.9	10.7	Adaptor related protein complex 5 subunit sigma 1	Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000205403	CFI	P05156	6.6	3.4	3.5	24.6	Complement factor I	Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted secreted proteins	True
ENSG00000125744	RTN2	O75298	6.6	47.8	477.7	21.1	Reticulon 2	Disease related genes, Human disease related genes, Predicted membrane proteins	True
ENSG00000168763	CNNM3	Q8NE01	6.6	7.0	42.2	6.7	Cyclin and CBS domain divalent metal cation transport mediator 3	Predicted membrane proteins, Transporters	True
ENSG00000156313	RPGR	Q92834	6.6	3.8	7.6	5.9	Retinitis pigmentosa GTPase regulator	Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000187902	SHISA7	A6NL88	6.6	18.8	0.0	0.0	Shisa family member 7	Predicted membrane proteins, Transporters	True
ENSG00000166377	ATP9B	O43861	6.6	8.7	9.1	6.6	ATPase phospholipid transporting 9B (putative)	Enzymes, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000186448	ZNF197	O14709	6.6	5.2	8.9	4.3	Zinc finger protein 197	Plasma proteins, Predicted intracellular proteins, Transcription factors	True
ENSG00000129493	HEATR5A	Q86XA9	6.6	8.4	10.7	15.3	HEAT repeat containing 5A	Essential proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000104691	UBXN8	O00124	6.6	11.6	3.7	5.5	UBX domain protein 8	Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000140538	NTRK3	Q16288	6.6	25.4	1.6	5.3	Neurotrophic receptor tyrosine kinase 3	Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000137522	RNF121	Q9H920	6.6	9.1	16.3	10.2	Ring finger protein 121	Enzymes, Predicted membrane proteins	True
ENSG00000119888	EPCAM	P16422	6.6	2.7	0.1	0.6	Epithelial cell adhesion molecule	Cancer-related genes, CD markers, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000171316	CHD7	Q9P2D1	6.6	3.9	9.8	3.5	Chromodomain helicase DNA binding protein 7	Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000167971	CASKIN1	Q8WXD9	6.6	57.3	0.1	2.7	CASK interacting protein 1	Plasma proteins, Predicted intracellular proteins	True
ENSG00000122873	CISD1	Q9NZ45	6.6	16.3	43.5	40.2	CDGSH iron sulfur domain 1	Enzymes, Predicted membrane proteins	True
ENSG00000143207	COP1	Q8NHY2	6.6	8.1	13.1	9.5	COP1 E3 ubiquitin ligase	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000234224	TMEM229A	B2RXF0	6.6	3.9	0.0	0.2	Transmembrane protein 229A	Predicted membrane proteins	True
ENSG00000120253	NUP43	Q8NFH3	6.6	6.7	13.3	10.1	Nucleoporin 43	Essential proteins, Metabolic proteins, Predicted intracellular proteins, Transporters	True
ENSG00000140526	ABHD2	P08910	6.6	34.2	21.1	33.8	Abhydrolase domain containing 2, acylglycerol lipase	Enzymes, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000223572	CKMT1A	P12532	6.6	53.6	0.1	0.8	Creatine kinase, mitochondrial 1A	Enzymes, FDA approved drug targets, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000272391	POM121C	A8CG34	6.6	15.2	18.6	13.5	POM121 transmembrane nucleoporin C	Essential proteins, Predicted intracellular proteins, Transporters	True
ENSG00000172037	LAMB2	P55268	6.6	9.9	63.2	158.4	Laminin subunit beta 2	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	True
ENSG00000182134	TDRKH	Q9Y2W6	6.6	7.2	4.0	3.3	Tudor and KH domain containing	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000112367	FIG4	Q92562	6.6	12.6	6.5	7.2	FIG4 phosphoinositide 5-phosphatase	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000111215	PRR4	Q16378	6.6	7.4	3.8	1.6	Proline rich 4	Plasma proteins, Predicted secreted proteins	True
ENSG00000170745	KCNS3	Q9BQ31	6.5	4.9	80.6	6.6	Potassium voltage-gated channel modifier subfamily S member 3	Predicted intracellular proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels	True
ENSG00000124789	NUP153	P49790	6.5	9.2	22.3	10.0	Nucleoporin 153	Essential proteins, Metabolic proteins, Predicted intracellular proteins, Transporters	True
ENSG00000065135	GNAI3	P08754	6.5	4.9	3.7	5.0	G protein subunit alpha i3	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000141446	ESCO1	Q5FWF5	6.5	4.7	9.8	5.4	Establishment of sister chromatid cohesion N-acetyltransferase 1	Metabolic proteins, Plasma proteins, Predicted intracellular proteins	True
ENSG00000113719	ERGIC1	Q969X5	6.5	14.7	50.0	18.5	Endoplasmic reticulum-golgi intermediate compartment 1	Disease related genes, Human disease related genes, Predicted membrane proteins	True
ENSG00000112130	RNF8	O76064	6.5	10.0	7.7	8.1	Ring finger protein 8	Enzymes, Essential proteins, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000005059	MCUB	Q9NWR8	6.5	3.5	1.4	10.3	Mitochondrial calcium uniporter dominant negative subunit beta	Predicted membrane proteins, Transporters	True
ENSG00000102996	MMP15	P51511	6.5	5.4	6.5	41.4	Matrix metallopeptidase 15	Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000101911	PRPS2	P11908	6.5	16.0	2.0	5.9	Phosphoribosyl pyrophosphate synthetase 2	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000131373	HACL1	Q9UJ83	6.5	7.5	18.5	10.3	2-hydroxyacyl-CoA lyase 1	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000168453	HR	O43593	6.5	17.8	0.7	2.4	HR lysine demethylase and nuclear receptor corepressor	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins	True
ENSG00000007372	PAX6	P26367	6.5	17.1	0.7	0.0	Paired box 6	Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins, Transcription factors	True
ENSG00000132952	USPL1	Q5W0Q7	6.5	7.0	7.2	6.4	Ubiquitin specific peptidase like 1	Enzymes, Essential proteins, Predicted intracellular proteins	True
ENSG00000100023	PPIL2	Q13356	6.5	10.1	14.1	13.1	Peptidylprolyl isomerase like 2	Enzymes, Essential proteins, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000103642	LACTB	P83111	6.5	6.4	47.6	21.3	Lactamase beta	Enzymes, Essential proteins, Predicted intracellular proteins	True
ENSG00000157693	TMEM268	Q5VZI3	6.5	19.5	4.2	3.1	Transmembrane protein 268	Predicted membrane proteins	True
ENSG00000176809	LRRC37A3	O60309	6.5	11.9	2.6	3.5	Leucine rich repeat containing 37 member A3	Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000125388	GRK4	P32298	6.5	5.8	4.4	4.5	G protein-coupled receptor kinase 4	Enzymes, Predicted intracellular proteins	True
ENSG00000242114	MTFP1	Q9UDX5	6.5	9.7	27.6	26.5	Mitochondrial fission process 1	Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000177464	GPR4	P46093	6.5	6.7	5.4	23.0	G protein-coupled receptor 4	G-protein coupled receptors, Predicted membrane proteins	True
ENSG00000153822	KCNJ16	Q9NPI9	6.5	14.7	0.2	0.5	Potassium inwardly rectifying channel subfamily J member 16	Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels	True
ENSG00000100335	MIEF1	Q9NQG6	6.5	9.4	8.1	8.3	Mitochondrial elongation factor 1	Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000122126	OCRL	Q01968	6.5	13.3	9.9	8.4	OCRL inositol polyphosphate-5-phosphatase	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000144445	KANSL1L	A0AUZ9	6.5	5.0	11.3	9.1	KAT8 regulatory NSL complex subunit 1 like	Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000159399	HK2	P52789	6.5	3.2	43.3	7.6	Hexokinase 2	Cancer-related genes, Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	True
ENSG00000148948	LRRC4C	Q9HCJ2	6.5	19.4	0.3	2.1	Leucine rich repeat containing 4C	Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000185973	TMLHE	Q9NVH6	6.5	7.9	29.9	23.7	Trimethyllysine hydroxylase, epsilon	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000137842	TMEM62	Q0P6H9	6.5	6.1	9.1	4.9	Transmembrane protein 62	Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000086544	ITPKC	Q96DU7	6.5	8.6	17.6	18.3	Inositol-trisphosphate 3-kinase C	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000196576	PLXNB2	O15031	6.5	13.1	6.4	19.4	Plexin B2	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000136141	LRCH1	Q9Y2L9	6.5	3.8	3.7	8.1	Leucine rich repeats and calponin homology domain containing 1	Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000164776	PHKG1	Q16816	6.5	8.8	272.6	16.4	Phosphorylase kinase catalytic subunit gamma 1	Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000143756	FBXO28	Q9NVF7	6.5	9.9	11.6	7.6	F-box protein 28	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000074855	ANO8	Q9HCE9	6.5	18.6	7.8	4.8	Anoctamin 8	Predicted membrane proteins	True
ENSG00000197859	ADAMTSL2	Q86TH1	6.5	9.1	4.1	71.2	ADAMTS like 2	Disease related genes, Human disease related genes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins	True
ENSG00000136243	NUP42	O15504	6.5	12.2	9.4	16.6	Nucleoporin 42	Metabolic proteins, Predicted intracellular proteins, Transporters	True
ENSG00000072110	ACTN1	P12814	6.5	33.8	12.8	92.3	Actinin alpha 1	Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000136878	USP20	Q9Y2K6	6.5	13.1	10.1	7.0	Ubiquitin specific peptidase 20	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000116991	SIPA1L2	Q9P2F8	6.4	12.8	6.1	26.4	Signal induced proliferation associated 1 like 2	Plasma proteins, Predicted intracellular proteins	True
ENSG00000166260	COX11	Q9Y6N1	6.4	11.9	19.6	8.8	Cytochrome c oxidase copper chaperone COX11	Essential proteins, Predicted membrane proteins	True
ENSG00000116984	MTR	Q99707	6.4	5.1	14.7	14.0	5-methyltetrahydrofolate-homocysteine methyltransferase	Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000261678	SCRT1	Q9BWW7	6.4	52.8	0.1	0.0	Scratch family transcriptional repressor 1	Plasma proteins, Predicted intracellular proteins, Transcription factors	True
ENSG00000186432	KPNA4	O00629	6.4	12.6	116.7	21.3	Karyopherin subunit alpha 4	Predicted intracellular proteins, Transporters	True
ENSG00000122585	NPY	P01303	6.4	132.4	0.2	0.8	Neuropeptide Y	FDA approved drug targets, Plasma proteins, Predicted secreted proteins	True
ENSG00000175309	PHYKPL	Q8IUZ5	6.4	3.5	18.6	14.8	5-phosphohydroxy-L-lysine phospho-lyase	Disease related genes, Enzymes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000119522	DENND1A	Q8TEH3	6.4	15.2	10.5	7.2	DENN domain containing 1A	Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000112304	ACOT13	Q9NPJ3	6.4	8.6	11.6	11.3	Acyl-CoA thioesterase 13	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000106144	CASP2	P42575	6.4	4.0	3.7	8.3	Caspase 2	Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000121897	LIAS	O43766	6.4	5.9	25.3	10.5	Lipoic acid synthetase	Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000119977	TCTN3	Q6NUS6	6.4	10.9	8.6	16.8	Tectonic family member 3	Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000149575	SCN2B	O60939	6.4	37.7	6.8	11.9	Sodium voltage-gated channel beta subunit 2	Disease related genes, FDA approved drug targets, Human disease related genes, Predicted membrane proteins, Transporters	True
ENSG00000046651	OFD1	O75665	6.4	4.6	3.8	4.2	OFD1 centriole and centriolar satellite protein	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000182511	FES	P07332	6.4	7.1	5.9	19.7	FES proto-oncogene, tyrosine kinase	Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	True
ENSG00000153214	TMEM87B	Q96K49	6.4	4.8	2.9	5.7	Transmembrane protein 87B	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	True
ENSG00000196689	TRPV1	Q8NER1	6.4	5.8	6.0	6.8	Transient receptor potential cation channel subfamily V member 1	FDA approved drug targets, Predicted membrane proteins, Transporters, Voltage-gated ion channels	True
ENSG00000104332	SFRP1	Q8N474	6.4	5.6	2.6	116.7	Secreted frizzled related protein 1	Predicted intracellular proteins, Predicted secreted proteins, Transporters	True
ENSG00000176619	LMNB2	Q03252	6.4	9.1	14.0	9.9	Lamin B2	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000133216	EPHB2	P29323	6.4	4.4	0.2	3.0	EPH receptor B2	Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000123700	KCNJ2	P63252	6.4	3.8	9.1	9.2	Potassium inwardly rectifying channel subfamily J member 2	Disease related genes, FDA approved drug targets, Human disease related genes, Predicted membrane proteins, Transporters, Voltage-gated ion channels	True
ENSG00000178814	OPLAH	O14841	6.4	5.1	32.5	33.1	5-oxoprolinase, ATP-hydrolysing	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000151276	MAGI1	Q96QZ7	6.4	9.8	4.1	8.3	Membrane associated guanylate kinase, WW and PDZ domain containing 1	Cancer-related genes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000120594	PLXDC2	Q6UX71	6.4	7.4	4.7	10.5	Plexin domain containing 2	Predicted membrane proteins	True
ENSG00000167491	GATAD2A	Q86YP4	6.4	9.0	10.9	9.5	GATA zinc finger domain containing 2A	Plasma proteins, Predicted intracellular proteins, Transcription factors	True
ENSG00000110328	GALNT18	Q6P9A2	6.4	18.1	10.2	26.0	Polypeptide N-acetylgalactosaminyltransferase 18	Enzymes, Metabolic proteins, Predicted membrane proteins	True
ENSG00000184986	TMEM121	Q9BTD3	6.4	11.8	0.3	2.2	Transmembrane protein 121	Predicted membrane proteins	True
ENSG00000147813	NAPRT	Q6XQN6	6.4	10.9	22.0	20.8	Nicotinate phosphoribosyltransferase	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000106853	PTGR1	Q14914	6.4	19.1	12.1	27.0	Prostaglandin reductase 1	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	True
ENSG00000159086	PAXBP1	Q9Y5B6	6.4	4.8	9.2	4.8	PAX3 and PAX7 binding protein 1	Essential proteins, Plasma proteins, Predicted intracellular proteins	True
ENSG00000169660	HEXD	Q8WVB3	6.4	5.9	22.2	9.3	Hexosaminidase D	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000154310	TNIK	Q9UKE5	6.4	19.0	21.7	8.8	TRAF2 and NCK interacting kinase	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins	True
