Gene	gene_name	uniprot_primary	sc_ntpm	cortex_ntpm	skm_ntpm	heart_ntpm	description	protein_class
ENSG00000113558	SKP1	P63208	680.5	639.5	1010.3	614.4	S-phase kinase associated protein 1	Essential proteins, Predicted intracellular proteins
ENSG00000089157	RPLP0	P05388	671.7	486.6	2801.0	1301.2	Ribosomal protein lateral stalk subunit P0	Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins
ENSG00000241343	RPL36A	P83881	671.4	500.8	829.3	500.6	Ribosomal protein L36a	Essential proteins, Metabolic proteins, Predicted intracellular proteins, Ribosomal proteins
ENSG00000155368	DBI	P07108	662.2	587.9	291.6	582.1	Diazepam binding inhibitor, acyl-CoA binding protein	Cancer-related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000132702	HAPLN2	Q9GZV7	659.7	35.1	0.7	1.9	Hyaluronan and proteoglycan link protein 2	Essential proteins, Predicted secreted proteins
ENSG00000174444	RPL4	P36578	658.3	360.2	1202.2	854.7	Ribosomal protein L4	Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins
ENSG00000080824	HSP90AA1	P07900	654.8	618.3	404.0	440.6	Heat shock protein 90 alpha family class A member 1	Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins
ENSG00000083845	RPS5	P46782	641.8	449.1	1408.2	771.3	Ribosomal protein S5	Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins
ENSG00000142676	RPL11	P62913	637.0	309.4	613.1	668.8	Ribosomal protein L11	Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins
ENSG00000198034	RPS4X	P62701	619.5	410.0	899.8	566.3	Ribosomal protein S4 X-linked	Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins
ENSG00000198755	RPL10A	P62906	602.2	518.2	1360.0	803.1	Ribosomal protein L10a	Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins
ENSG00000197746	PSAP	P07602	597.5	1084.2	1327.8	1333.8	Prosaposin	Disease related genes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters
ENSG00000136541	ERMN	Q8TAM6	596.2	131.1	0.3	0.3	Ermin	Predicted intracellular proteins
ENSG00000137285	TUBB2B	Q9BVA1	596.1	428.4	5.8	4.7	Tubulin beta 2B class IIb	Disease related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000142089	IFITM3	Q01628	592.8	504.6	493.5	1621.8	Interferon induced transmembrane protein 3	Essential proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters
ENSG00000130255	RPL36	Q9Y3U8	592.5	710.3	783.5	681.8	Ribosomal protein L36	Essential proteins, Predicted intracellular proteins, Ribosomal proteins
ENSG00000108953	YWHAE	P62258	591.6	501.8	654.7	248.5	Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon	Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Transporters
ENSG00000131143	COX4I1	P13073	591.1	896.7	1249.8	1780.9	Cytochrome c oxidase subunit 4I1	Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters
ENSG00000129538	RNASE1	P07998	583.8	182.1	125.6	382.1	Ribonuclease A family member 1, pancreatic	Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins
ENSG00000149273	RPS3	P23396	580.3	307.4	1055.4	691.4	Ribosomal protein S3	Cancer-related genes, Enzymes, Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins
ENSG00000149925	ALDOA	P04075	561.2	1334.6	25093.7	2567.3	Aldolase, fructose-bisphosphate A	Cancer-related genes, Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins
ENSG00000167658	EEF2	P13639	553.1	751.4	2222.3	1329.0	Eukaryotic translation elongation factor 2	Cancer-related genes, Disease related genes, Essential proteins, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000135486	HNRNPA1	P09651	550.3	293.8	320.9	346.4	Heterogeneous nuclear ribonucleoprotein A1	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins
ENSG00000066468	FGFR2	P21802	549.0	36.3	0.3	4.2	Fibroblast growth factor receptor 2	Cancer-related genes, CD markers, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, RAS pathway related proteins
ENSG00000161016	RPL8	P62917	546.5	470.9	1548.2	905.0	Ribosomal protein L8	Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins
ENSG00000197728	RPS26	P62854	546.2	424.1	750.8	683.8	Ribosomal protein S26	Disease related genes, Human disease related genes, Predicted intracellular proteins, Ribosomal proteins
ENSG00000114942	EEF1B2	P24534	546.0	318.9	1162.5	391.9	Eukaryotic translation elongation factor 1 beta 2	Essential proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000159176	CSRP1	P21291	545.4	462.3	66.5	201.6	Cysteine and glycine rich protein 1	Plasma proteins, Predicted intracellular proteins
ENSG00000182899	RPL35A	P18077	540.9	523.4	838.9	907.1	Ribosomal protein L35a	Disease related genes, Essential proteins, Human disease related genes, Predicted intracellular proteins, Ribosomal proteins
ENSG00000142192	APP	P05067	535.7	669.1	99.7	356.3	Amyloid beta precursor protein	Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters
ENSG00000125534	PPDPF	Q9H3Y8	524.2	217.6	466.1	431.7	Pancreatic progenitor cell differentiation and proliferation factor	Predicted intracellular proteins
ENSG00000142168	SOD1	P00441	523.1	613.2	448.0	491.9	Superoxide dismutase 1	Cancer-related genes, Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins
ENSG00000198258	UBL5	Q9BZL1	514.8	558.8	562.5	674.4	Ubiquitin like 5	Essential proteins, Predicted intracellular proteins
ENSG00000148180	GSN	P06396	507.4	125.3	398.6	2454.2	Gelsolin	Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins
ENSG00000109971	HSPA8	P11142	501.1	699.3	1423.1	801.5	Heat shock protein family A (Hsp70) member 8	Cancer-related genes, Enzymes, Essential proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000068903	SIRT2	Q8IXJ6	492.9	117.1	306.9	78.9	Sirtuin 2	Cancer-related genes, Enzymes, Metabolic proteins, Predicted intracellular proteins
ENSG00000167755	KLK6	Q92876	492.8	45.8	0.0	0.0	Kallikrein related peptidase 6	Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins
ENSG00000115310	RTN4	Q9NQC3	490.1	520.1	933.0	158.1	Reticulon 4	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000179010	MRFAP1	Q9Y605	489.8	396.4	357.3	247.2	Morf4 family associated protein 1	Predicted intracellular proteins
ENSG00000110651	CD81	P60033	486.6	462.6	204.5	901.7	CD81 molecule	CD markers, Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters
ENSG00000186010	NDUFA13	Q9P0J0	479.2	584.8	1025.2	1294.7	NADH:ubiquinone oxidoreductase subunit A13	Disease related genes, Essential proteins, Human disease related genes, Metabolic proteins, Predicted membrane proteins
ENSG00000106211	HSPB1	P04792	479.0	494.6	4325.7	3366.9	Heat shock protein family B (small) member 1	Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins
ENSG00000204388	HSPA1B	P0DMV9	478.9	240.6	143.4	667.7	Heat shock protein family A (Hsp70) member 1B	Predicted intracellular proteins
ENSG00000116133	DHCR24	Q15392	477.1	67.4	185.1	16.8	24-dehydrocholesterol reductase	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000204628	RACK1	P63244	472.9	315.7	1312.3	758.2	Receptor for activated C kinase 1	Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins, Transporters
ENSG00000104419	NDRG1	Q92597	471.5	109.0	30.5	107.1	N-myc downstream regulated 1	Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000206172	HBA1	P69905	469.9	254.8	190.7	1348.0	Hemoglobin subunit alpha 1	Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Transporters
ENSG00000096384	HSP90AB1	P08238	460.3	663.6	1321.6	734.1	Heat shock protein 90 alpha family class B member 1	Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Transporters
ENSG00000143878	RHOB	P62745	457.2	178.9	349.5	338.0	Ras homolog family member B	Cancer-related genes, Predicted intracellular proteins
ENSG00000154277	UCHL1	P09936	455.3	978.4	34.4	34.0	Ubiquitin C-terminal hydrolase L1	Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins
ENSG00000111716	LDHB	P07195	453.4	693.0	294.0	1824.5	Lactate dehydrogenase B	Disease related genes, Enzymes, FDA approved drug targets, Metabolic proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000116251	RPL22	P35268	452.7	271.1	855.3	354.2	Ribosomal protein L22	Cancer-related genes, Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins
ENSG00000111897	SERINC1	Q9NRX5	451.3	348.0	145.5	153.2	Serine incorporator 1	Plasma proteins, Predicted membrane proteins
ENSG00000136156	ITM2B	Q9Y287	449.5	321.2	154.4	304.8	Integral membrane protein 2B	Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters
ENSG00000187109	NAP1L1	P55209	446.9	190.3	418.2	281.4	Nucleosome assembly protein 1 like 1	Plasma proteins, Predicted intracellular proteins
ENSG00000135390	ATP5MC2	Q06055	446.7	391.5	1358.4	949.8	ATP synthase membrane subunit c locus 2	Essential proteins, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters
ENSG00000108518	PFN1	P07737	439.2	222.6	558.4	560.2	Profilin 1	Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins
ENSG00000167123	CERCAM	Q5T4B2	436.8	150.7	6.4	36.7	Cerebral endothelial cell adhesion molecule	Predicted intracellular proteins
ENSG00000166165	CKB	P12277	435.4	1487.2	117.4	422.4	Creatine kinase B	Cancer-related genes, Candidate cardiovascular disease genes, Enzymes, FDA approved drug targets, Metabolic proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000135404	CD63	P08962	431.9	369.1	888.7	1149.9	CD63 molecule	CD markers, Plasma proteins, Predicted membrane proteins, Transporters
ENSG00000111328	CDK2AP1	O14519	431.1	227.0	85.7	89.6	Cyclin dependent kinase 2 associated protein 1	Predicted intracellular proteins
ENSG00000214253	FIS1	Q9Y3D6	428.1	202.7	369.7	278.0	Fission, mitochondrial 1	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000015592	STMN4	Q9H169	426.0	193.6	0.2	0.1	Stathmin 4	Predicted intracellular proteins
ENSG00000232112	TMA7	Q9Y2S6	423.6	484.3	466.6	339.7	Translation machinery associated 7 homolog	Predicted intracellular proteins
ENSG00000204287	HLA-DRA	P01903	419.3	46.8	80.2	132.7	Major histocompatibility complex, class II, DR alpha	Plasma proteins, Predicted membrane proteins
ENSG00000116209	TMEM59	Q9BXS4	418.9	149.2	185.5	258.0	Transmembrane protein 59	Predicted intracellular proteins, Predicted membrane proteins, Transporters
ENSG00000132475	H3-3B	P84243	416.6	324.8	307.6	293.3	H3.3 histone B	Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000090104	RGS1	Q08116	415.3	13.8	3.0	31.0	Regulator of G protein signaling 1	Predicted intracellular proteins
ENSG00000135821	GLUL	P15104	411.5	868.7	1348.7	119.8	Glutamate-ammonia ligase	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins
ENSG00000125356	NDUFA1	O15239	400.0	514.7	1296.9	1658.3	NADH:ubiquinone oxidoreductase subunit A1	Disease related genes, Human disease related genes, Metabolic proteins, Predicted membrane proteins
ENSG00000034713	GABARAPL2	P60520	398.0	337.4	262.1	262.2	GABA type A receptor associated protein like 2	Predicted intracellular proteins
ENSG00000127184	COX7C	P15954	396.7	643.1	2234.1	1588.4	Cytochrome c oxidase subunit 7C	Metabolic proteins, Predicted membrane proteins, Transporters
ENSG00000109107	ALDOC	P09972	395.9	1156.4	4.6	273.3	Aldolase, fructose-bisphosphate C	Cancer-related genes, Candidate cardiovascular disease genes, Enzymes, Essential proteins, Metabolic proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000163041	H3-3A	P84243	394.8	222.3	325.5	468.2	H3.3 histone A	Cancer-related genes, Disease related genes, Essential proteins, Human disease related genes, Predicted intracellular proteins
ENSG00000126267	COX6B1	P14854	392.6	552.8	1375.8	1471.6	Cytochrome c oxidase subunit 6B1	Disease related genes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000107223	EDF1	O60869	390.4	416.6	469.3	480.7	Endothelial differentiation related factor 1	Predicted intracellular proteins
ENSG00000107902	LHPP	Q9H008	388.9	80.4	9.6	16.5	Phospholysine phosphohistidine inorganic pyrophosphate phosphatase	Enzymes, Metabolic proteins, Predicted intracellular proteins
ENSG00000147588	PMP2	P02689	388.6	162.6	0.3	1.9	Peripheral myelin protein 2	Disease related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000168653	NDUFS5	O43920	387.2	717.9	977.0	1286.1	NADH:ubiquinone oxidoreductase subunit S5	Essential proteins, Metabolic proteins, Predicted intracellular proteins
ENSG00000105254	TBCB	Q99426	386.0	217.7	69.2	84.9	Tubulin folding cofactor B	Essential proteins, Metabolic proteins, Predicted intracellular proteins
ENSG00000183648	NDUFB1	O75438	382.4	546.6	925.3	1307.9	NADH:ubiquinone oxidoreductase subunit B1	Essential proteins, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000128272	ATF4	P18848	381.0	246.5	770.6	378.7	Activating transcription factor 4	Predicted intracellular proteins, Transcription factors
ENSG00000167468	GPX4	P36969	378.3	500.4	657.2	409.5	Glutathione peroxidase 4	Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins
ENSG00000133318	RTN3	O95197	373.9	620.3	66.9	53.8	Reticulon 3	Predicted intracellular proteins, Predicted membrane proteins
ENSG00000189403	HMGB1	P09429	373.5	243.5	312.2	189.2	High mobility group box 1	Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins
ENSG00000067560	RHOA	P61586	373.1	196.5	346.9	287.1	Ras homolog family member A	Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, RAS pathway related proteins
ENSG00000173812	EIF1	P41567	370.4	261.4	1181.9	463.3	Eukaryotic translation initiation factor 1	Essential proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000172428	COPS9	Q8WXC6	367.8	442.4	264.6	235.6	COP9 signalosome subunit 9	Predicted intracellular proteins
