Gene	gene_name	uniprot_primary	sc_ntpm	cortex_ntpm	skm_ntpm	heart_ntpm	description	protein_class
ENSG00000278615	C11orf98	E9PRG8	51.6	56.2	64.4	62.5	Chromosome 11 open reading frame 98	Predicted intracellular proteins
ENSG00000106052	TAX1BP1	Q86VP1	51.6	64.7	86.2	114.9	Tax1 binding protein 1	Predicted intracellular proteins, Predicted membrane proteins
ENSG00000178381	ZFAND2A	Q8N6M9	51.6	57.9	12.8	18.3	Zinc finger AN1-type containing 2A	Predicted intracellular proteins
ENSG00000116161	CACYBP	Q9HB71	51.6	74.0	35.3	25.7	Calcyclin binding protein	Plasma proteins, Predicted intracellular proteins
ENSG00000072134	EPN2	O95208	51.5	51.2	20.8	27.6	Epsin 2	Predicted intracellular proteins
ENSG00000003756	RBM5	P52756	51.5	50.1	59.6	55.9	RNA binding motif protein 5	Predicted intracellular proteins
ENSG00000130303	BST2	Q10589	51.5	35.4	43.3	113.4	Bone marrow stromal cell antigen 2	CD markers, Plasma proteins, Predicted membrane proteins, Transporters
ENSG00000119801	YPEL5	P62699	51.4	82.9	52.2	53.1	Yippee like 5	Essential proteins, Predicted intracellular proteins
ENSG00000146416	AIG1	Q9NVV5	51.4	38.7	22.2	43.1	Androgen induced 1	Predicted intracellular proteins, Predicted membrane proteins, Transporters
ENSG00000154978	VOPP1	Q96AW1	51.4	44.9	45.6	23.5	VOPP1 WW domain binding protein	Predicted intracellular proteins, Predicted membrane proteins
ENSG00000141524	TMC6	Q7Z403	51.3	8.4	1.8	18.4	Transmembrane channel like 6	Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters
ENSG00000198937	CCDC167	Q9P0B6	51.3	29.2	20.1	36.4	Coiled-coil domain containing 167	Predicted membrane proteins
ENSG00000187164	SHTN1	A0MZ66	51.3	20.3	0.2	1.2	Shootin 1	Predicted intracellular proteins
ENSG00000116489	CAPZA1	P52907	51.3	33.3	31.0	31.7	Capping actin protein of muscle Z-line subunit alpha 1	Plasma proteins, Predicted intracellular proteins
ENSG00000183036	PCP4	P48539	51.2	144.3	0.7	5.7	Purkinje cell protein 4	Predicted intracellular proteins
ENSG00000161642	ZNF385A	Q96PM9	51.2	84.4	20.7	13.0	Zinc finger protein 385A	Predicted intracellular proteins
ENSG00000101210	EEF1A2	Q05639	51.2	366.1	1827.0	722.2	Eukaryotic translation elongation factor 1 alpha 2	Disease related genes, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000100567	PSMA3	P25788	51.1	44.4	167.5	97.0	Proteasome 20S subunit alpha 3	Enzymes, Essential proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000167645	YIF1B	Q5BJH7	51.0	42.9	33.1	38.3	Yip1 interacting factor homolog B, membrane trafficking protein	Disease related genes, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000117419	ERI3	O43414	50.9	99.9	75.1	50.5	ERI1 exoribonuclease family member 3	Predicted intracellular proteins
ENSG00000198502	HLA-DRB5	Q30154	50.9	6.8	20.9	48.4	Major histocompatibility complex, class II, DR beta 5	Human disease related genes, Predicted membrane proteins
ENSG00000182054	IDH2	P48735	50.9	74.8	1220.1	462.3	Isocitrate dehydrogenase (NADP(+)) 2	Cancer-related genes, Citric acid cycle related proteins, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000118515	SGK1	O00141	50.9	24.0	47.1	34.0	Serum/glucocorticoid regulated kinase 1	Cancer-related genes, Enzymes, Predicted intracellular proteins
ENSG00000143149	ALDH9A1	P49189	50.8	59.9	100.6	51.6	Aldehyde dehydrogenase 9 family member A1	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000146963	LUC7L2	Q9Y383	50.8	36.4	59.9	39.9	LUC7 like 2, pre-mRNA splicing factor	Plasma proteins, Predicted intracellular proteins
ENSG00000198053	SIRPA	P78324	50.8	159.6	16.5	28.7	Signal regulatory protein alpha	CD markers, Plasma proteins, Predicted membrane proteins
ENSG00000173327	MAP3K11	Q16584	50.8	23.0	19.0	51.9	Mitogen-activated protein kinase kinase kinase 11	Enzymes, Predicted intracellular proteins
ENSG00000083937	CHMP2B	Q9UQN3	50.7	22.4	30.2	25.3	Charged multivesicular body protein 2B	Disease related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000131408	NR1H2	P55055	50.6	67.4	140.7	91.3	Nuclear receptor subfamily 1 group H member 2	Cancer-related genes, Nuclear receptors, Predicted intracellular proteins, Transcription factors
ENSG00000184900	SUMO3	P55854	50.6	108.1	106.6	69.6	Small ubiquitin like modifier 3	Plasma proteins, Predicted intracellular proteins
ENSG00000183044	ABAT	P80404	50.6	124.8	1.6	13.2	4-aminobutyrate aminotransferase	Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000151929	BAG3	O95817	50.6	51.7	489.5	141.6	BAG cochaperone 3	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins
ENSG00000188554	NBR1	Q14596	50.6	49.2	104.1	63.1	NBR1 autophagy cargo receptor	Predicted intracellular proteins
ENSG00000169740	ZNF32	P17041	50.6	49.6	79.2	56.4	Zinc finger protein 32	Predicted intracellular proteins, Transcription factors
ENSG00000125944	HNRNPR	O43390	50.6	40.6	53.0	38.1	Heterogeneous nuclear ribonucleoprotein R	Plasma proteins, Predicted intracellular proteins
ENSG00000106397	PLOD3	O60568	50.5	14.3	14.9	40.6	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins
ENSG00000151690	MFSD6	Q6ZSS7	50.5	44.5	6.0	16.7	Major facilitator superfamily domain containing 6	Predicted intracellular proteins, Predicted membrane proteins, Transporters
ENSG00000117362	APH1A	Q96BI3	50.5	45.1	56.0	68.4	Aph-1 homolog A, gamma-secretase subunit	Predicted membrane proteins, Transporters
ENSG00000123472	ATPAF1	Q5TC12	50.4	74.9	260.2	249.4	ATP synthase mitochondrial F1 complex assembly factor 1	Predicted intracellular proteins
ENSG00000145337	PYURF	Q96I23	50.4	39.3	48.4	37.0	PIGY upstream open reading frame	Disease related genes, Essential proteins, Metabolic proteins, Predicted intracellular proteins
ENSG00000127837	AAMP	Q13685	50.4	68.3	88.8	66.0	Angio associated migratory cell protein	Essential proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000139438	FAM222A	Q5U5X8	50.4	10.8	4.2	8.3	Family with sequence similarity 222 member A	Predicted intracellular proteins
ENSG00000255072	PIGY	Q3MUY2	50.4	39.3	48.4	37.0	Phosphatidylinositol glycan anchor biosynthesis class Y	Disease related genes, Human disease related genes, Metabolic proteins, Predicted membrane proteins
ENSG00000143977	SNRPG	P62308	50.3	41.5	87.5	100.2	Small nuclear ribonucleoprotein polypeptide G	Essential proteins, Predicted intracellular proteins
ENSG00000120837	NFYB	P25208	50.2	29.6	32.9	31.2	Nuclear transcription factor Y subunit beta	Essential proteins, Predicted intracellular proteins, Transcription factors
ENSG00000105220	GPI	P06744	50.2	185.3	391.0	245.3	Glucose-6-phosphate isomerase	Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins
ENSG00000160216	AGPAT3	Q9NRZ7	50.1	38.5	56.6	25.4	1-acylglycerol-3-phosphate O-acyltransferase 3	Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters
ENSG00000113811	SELENOK	Q9Y6D0	50.1	39.8	57.1	61.3	Selenoprotein K	Predicted membrane proteins
ENSG00000162188	GNG3	P63215	50.1	465.1	0.5	0.6	G protein subunit gamma 3	Predicted intracellular proteins, RAS pathway related proteins
ENSG00000086598	TMED2	Q15363	50.1	53.0	122.7	109.1	Transmembrane p24 trafficking protein 2	Essential proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters
ENSG00000176381	PRR18	Q8N4B5	50.1	18.5	0.0	0.0	Proline rich 18	Predicted intracellular proteins
ENSG00000140365	COMMD4	Q9H0A8	50.1	43.2	36.2	48.1	COMM domain containing 4	Predicted intracellular proteins
ENSG00000149218	ENDOD1	O94919	50.1	35.5	49.0	12.3	Endonuclease domain containing 1	Plasma proteins, Predicted membrane proteins, Predicted secreted proteins
ENSG00000165280	VCP	P55072	50.1	44.9	198.2	134.1	Valosin containing protein	Disease related genes, Enzymes, Essential proteins, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters
ENSG00000184481	FOXO4	P98177	50.0	29.6	63.0	16.0	Forkhead box O4	Cancer-related genes, Disease related genes, Predicted intracellular proteins, RAS pathway related proteins, Transcription factors
ENSG00000120686	UFM1	P61960	50.0	35.8	23.2	33.6	Ubiquitin fold modifier 1	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins
ENSG00000178104	PDE4DIP	Q5VU43	49.9	87.0	1934.8	686.9	Phosphodiesterase 4D interacting protein	Cancer-related genes, Disease related genes, Essential proteins, Predicted intracellular proteins
ENSG00000156587	UBE2L6	O14933	49.9	67.4	15.6	37.8	Ubiquitin conjugating enzyme E2 L6	Enzymes, Metabolic proteins, Predicted intracellular proteins
ENSG00000105393	BABAM1	Q9NWV8	49.9	95.2	125.7	71.5	BRISC and BRCA1 A complex member 1	Predicted intracellular proteins
ENSG00000111077	TNS2	Q63HR2	49.9	35.6	65.7	96.4	Tensin 2	Enzymes, Metabolic proteins, Predicted intracellular proteins
ENSG00000141560	FN3KRP	Q9HA64	49.9	39.8	11.1	15.6	Fructosamine 3 kinase related protein	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000104388	RAB2A	P61019	49.9	70.0	113.0	65.6	RAB2A, member RAS oncogene family	Enzymes, Predicted intracellular proteins
ENSG00000175040	CHST2	Q9Y4C5	49.8	14.3	1.7	6.0	Carbohydrate sulfotransferase 2	Metabolic proteins, Predicted membrane proteins
ENSG00000145022	TCTA	P57738	49.8	41.8	20.3	24.1	T cell leukemia translocation altered	Disease related genes, Predicted membrane proteins
ENSG00000130313	PGLS	O95336	49.6	35.4	17.6	31.4	6-phosphogluconolactonase	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000198408	OGA	O60502	49.6	67.8	53.6	57.7	O-GlcNAcase	Enzymes, Metabolic proteins, Predicted intracellular proteins
ENSG00000151500	THYN1	Q9P016	49.6	70.9	31.5	49.8	Thymocyte nuclear protein 1	Predicted intracellular proteins
ENSG00000114631	PODXL2	Q9NZ53	49.6	67.8	3.0	4.0	Podocalyxin like 2	Predicted membrane proteins
ENSG00000158604	TMED4	Q7Z7H5	49.6	33.5	59.6	60.8	Transmembrane p24 trafficking protein 4	Predicted intracellular proteins, Predicted membrane proteins
ENSG00000120437	ACAT2	Q9BWD1	49.6	45.3	4.6	8.8	Acetyl-CoA acetyltransferase 2	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000171735	CAMTA1	Q9Y6Y1	49.5	53.8	94.8	105.6	Calmodulin binding transcription activator 1	Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000103202	NME4	O00746	49.5	70.6	32.5	96.5	NME/NM23 nucleoside diphosphate kinase 4	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000124762	CDKN1A	P38936	49.5	34.0	236.4	163.5	Cyclin dependent kinase inhibitor 1A	Cancer-related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000113712	CSNK1A1	P48729	49.5	51.9	79.0	82.0	Casein kinase 1 alpha 1	Enzymes, Essential proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000136436	CALCOCO2	Q13137	49.5	28.5	141.9	126.8	Calcium binding and coiled-coil domain 2	Predicted intracellular proteins
ENSG00000111237	VPS29	Q9UBQ0	49.4	58.8	120.9	69.6	VPS29 retromer complex component	Essential proteins, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Transporters
ENSG00000126945	HNRNPH2	P55795	49.4	68.9	84.4	55.3	Heterogeneous nuclear ribonucleoprotein H2	Disease related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000136235	GPNMB	Q14956	49.4	24.4	16.0	302.4	Glycoprotein nmb	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000198356	GET3	O43681	49.4	71.7	68.4	68.6	Guided entry of tail-anchored proteins factor 3, ATPase	Essential proteins, Predicted intracellular proteins, Transporters
ENSG00000132692	BCAN	Q96GW7	49.3	236.6	0.6	0.4	Brevican	Plasma proteins, Predicted secreted proteins
ENSG00000136279	DBNL	Q9UJU6	49.3	49.4	29.5	44.5	Drebrin like	Plasma proteins, Predicted intracellular proteins
ENSG00000126005	MMP24OS	A0A0U1RRL7	49.3	52.4	27.8	35.9	MMP24 opposite strand	Predicted intracellular proteins
ENSG00000198612	COPS8	Q99627	49.3	69.3	159.6	78.4	COP9 signalosome subunit 8	Essential proteins, Predicted intracellular proteins
ENSG00000166780	BMERB1	Q96MC5	49.3	190.4	88.5	46.0	BMERB domain containing 1	Predicted intracellular proteins
ENSG00000081154	PCNP	Q8WW12	49.2	53.0	62.3	54.0	PEST proteolytic signal containing nuclear protein	Predicted intracellular proteins
ENSG00000143727	ACP1	P24666	49.2	63.9	71.2	53.5	Acid phosphatase 1	Enzymes, Plasma proteins, Predicted intracellular proteins
ENSG00000108309	RUNDC3A	Q59EK9	49.1	297.6	0.1	1.7	RUN domain containing 3A	Predicted intracellular proteins
ENSG00000147274	RBMX	P38159	49.1	43.1	119.5	67.6	RNA binding motif protein X-linked	Cancer-related genes, Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins
ENSG00000267855	NDUFA7	O95182	49.0	80.3	253.2	176.4	NADH:ubiquinone oxidoreductase subunit A7	Metabolic proteins, Predicted intracellular proteins
ENSG00000258315	C17orf49	Q8IXM2	49.0	53.6	67.1	51.0	Chromosome 17 open reading frame 49	Essential proteins, Predicted intracellular proteins
ENSG00000054965	FAM168A	Q92567	48.9	57.1	18.6	12.7	Family with sequence similarity 168 member A	Disease related genes, Essential proteins, Predicted intracellular proteins
ENSG00000171840	NINJ2	Q9NZG7	48.9	12.4	36.9	12.4	Ninjurin 2	Predicted membrane proteins
ENSG00000125835	SNRPB	P14678	48.9	47.7	116.0	91.4	Small nuclear ribonucleoprotein polypeptides B and B1	Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins
ENSG00000133104	SPART	Q8N0X7	48.9	29.5	31.4	24.1	Spartin	Disease related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000105323	HNRNPUL1	Q9BUJ2	48.9	46.9	86.8	70.9	Heterogeneous nuclear ribonucleoprotein U like 1	Plasma proteins, Predicted intracellular proteins
ENSG00000162444	RBP7	Q96R05	48.8	8.1	15.6	87.9	Retinol binding protein 7	Predicted intracellular proteins
ENSG00000204356	NELFE	P18615	48.7	38.0	52.3	53.1	Negative elongation factor complex member E	Essential proteins, Predicted intracellular proteins
ENSG00000112081	SRSF3	P84103	48.7	47.3	71.9	66.2	Serine and arginine rich splicing factor 3	Cancer-related genes, Essential proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000196743	GM2A	P17900	48.7	24.6	6.6	24.3	Ganglioside GM2 activator	Disease related genes, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000111652	COPS7A	Q9UBW8	48.7	93.5	97.1	74.1	COP9 signalosome subunit 7A	Predicted intracellular proteins
ENSG00000174684	B4GAT1	O43505	48.7	171.8	27.1	43.6	Beta-1,4-glucuronyltransferase 1	Disease related genes, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000156973	PDE6D	O43924	48.7	40.5	13.6	19.2	Phosphodiesterase 6D	Disease related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000100519	PSMC6	P62333	48.7	48.4	129.0	73.7	Proteasome 26S subunit, ATPase 6	Essential proteins, Predicted intracellular proteins
ENSG00000101335	MYL9	P24844	48.7	52.8	157.3	2176.3	Myosin light chain 9	Disease related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000135046	ANXA1	P04083	48.7	24.1	49.8	152.6	Annexin A1	Cancer-related genes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins, Transporters
ENSG00000132716	DCAF8	Q5TAQ9	48.6	57.4	206.0	79.2	DDB1 and CUL4 associated factor 8	Disease related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000104131	EIF3J	O75822	48.5	40.8	196.4	37.5	Eukaryotic translation initiation factor 3 subunit J	Essential proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000109790	KLHL5	Q96PQ7	48.5	27.9	10.0	13.4	Kelch like family member 5	Plasma proteins, Predicted intracellular proteins
ENSG00000108465	CDK5RAP3	Q96JB5	48.5	47.6	30.6	42.3	CDK5 regulatory subunit associated protein 3	Essential proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000152291	TGOLN2	O43493	48.5	57.5	33.8	59.6	Trans-golgi network protein 2	Plasma proteins, Predicted membrane proteins
ENSG00000149547	EI24	O14681	48.5	44.8	119.3	52.2	EI24 autophagy associated transmembrane protein	Cancer-related genes, Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters
ENSG00000143384	MCL1	Q07820	48.5	44.1	133.9	104.9	MCL1 apoptosis regulator, BCL2 family member	Cancer-related genes, Essential proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000152102	FAM168B	A1KXE4	48.4	60.5	56.9	39.9	Family with sequence similarity 168 member B	Predicted intracellular proteins
ENSG00000134453	RBM17	Q96I25	48.4	38.1	93.7	59.2	RNA binding motif protein 17	Essential proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000063241	ISOC2	Q96AB3	48.4	42.1	89.7	65.2	Isochorismatase domain containing 2	Predicted intracellular proteins
ENSG00000180739	S1PR5	Q9H228	48.4	9.0	0.5	0.5	Sphingosine-1-phosphate receptor 5	FDA approved drug targets, G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000085788	DDHD2	O94830	48.3	37.9	29.9	25.9	DDHD domain containing 2	Disease related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000006712	PAF1	Q8N7H5	48.3	37.5	55.9	40.4	PAF1 homolog, Paf1/RNA polymerase II complex component	Essential proteins, Predicted intracellular proteins
ENSG00000110011	DNAJC4	Q9NNZ3	48.3	45.4	64.5	91.6	DnaJ heat shock protein family (Hsp40) member C4	Predicted intracellular proteins, Predicted membrane proteins
ENSG00000151414	NEK7	Q8TDX7	48.3	17.3	53.0	131.4	NIMA related kinase 7	Enzymes, Predicted intracellular proteins, Transporters
ENSG00000160679	CHTOP	Q9Y3Y2	48.3	39.4	116.6	59.6	Chromatin target of PRMT1	Plasma proteins, Predicted intracellular proteins
ENSG00000160633	SAFB	Q15424	48.2	42.3	81.4	43.3	Scaffold attachment factor B	Plasma proteins, Predicted intracellular proteins
ENSG00000265241	RBM8A	Q9Y5S9	48.2	62.7	197.3	67.4	RNA binding motif protein 8A	Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters
ENSG00000242173	ARHGDIG	Q99819	48.2	245.6	1.8	9.6	Rho GDP dissociation inhibitor gamma	Predicted intracellular proteins
ENSG00000129187	DCTD	P32321	48.2	45.9	39.5	38.0	DCMP deaminase	Enzymes, Metabolic proteins, Predicted intracellular proteins
ENSG00000143162	CREG1	O75629	48.2	42.6	69.0	78.7	Cellular repressor of E1A stimulated genes 1	Predicted secreted proteins
ENSG00000115233	PSMD14	O00487	48.2	46.8	119.3	41.7	Proteasome 26S subunit, non-ATPase 14	Enzymes, Essential proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000101444	AHCY	P23526	48.2	33.4	104.2	63.0	Adenosylhomocysteinase	Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins
ENSG00000186868	MAPT	P10636	48.2	147.9	83.6	9.7	Microtubule associated protein tau	Candidate cardiovascular disease genes, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins
ENSG00000133878	DUSP26	Q9BV47	48.1	57.3	394.8	70.0	Dual specificity phosphatase 26	Enzymes, Predicted intracellular proteins
ENSG00000197858	GPAA1	O43292	48.0	48.6	68.5	68.2	Glycosylphosphatidylinositol anchor attachment 1	Disease related genes, Human disease related genes, Metabolic proteins, Predicted membrane proteins
ENSG00000100129	EIF3L	Q9Y262	48.0	39.4	136.5	69.6	Eukaryotic translation initiation factor 3 subunit L	Predicted intracellular proteins, Predicted membrane proteins
ENSG00000007392	LUC7L	Q9NQ29	48.0	57.5	22.8	33.0	LUC7 like	Predicted intracellular proteins
ENSG00000167978	SRRM2	Q9UQ35	47.9	76.0	219.1	117.9	Serine/arginine repetitive matrix 2	Essential proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000064652	SNX24	Q9Y343	47.9	12.2	8.9	11.5	Sorting nexin 24	Predicted intracellular proteins
ENSG00000197043	ANXA6	P08133	47.9	162.5	314.8	175.3	Annexin A6	Plasma proteins, Predicted intracellular proteins, Transporters
ENSG00000179295	PTPN11	Q06124	47.8	64.9	61.1	62.6	Protein tyrosine phosphatase non-receptor type 11	Cancer-related genes, Disease related genes, Enzymes, Essential proteins, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, RAS pathway related proteins
ENSG00000179134	SAMD4B	Q5PRF9	47.8	49.0	30.1	33.8	Sterile alpha motif domain containing 4B	Predicted intracellular proteins
ENSG00000185813	PCYT2	Q99447	47.8	47.3	32.0	45.4	Phosphate cytidylyltransferase 2, ethanolamine	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins
ENSG00000090060	PAPOLA	P51003	47.8	43.5	43.9	57.1	Poly(A) polymerase alpha	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000158186	MRAS	O14807	47.8	107.2	61.8	113.4	Muscle RAS oncogene homolog	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, RAS pathway related proteins
ENSG00000184990	SIVA1	O15304	47.8	57.1	172.3	106.3	SIVA1 apoptosis inducing factor	Predicted intracellular proteins
ENSG00000131242	RAB11FIP4	Q86YS3	47.7	43.6	0.4	2.5	RAB11 family interacting protein 4	Predicted intracellular proteins
ENSG00000007255	TRAPPC6A	O75865	47.7	31.2	34.1	20.8	Trafficking protein particle complex subunit 6A	Predicted intracellular proteins
ENSG00000175215	CTDSP2	O14595	47.7	40.4	114.7	69.5	CTD small phosphatase 2	Enzymes, Predicted intracellular proteins
ENSG00000143183	TMCO1	Q9UM00	47.6	50.4	45.0	52.8	Transmembrane and coiled-coil domains 1	Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters
ENSG00000105438	KDELR1	P24390	47.6	44.4	74.0	93.0	KDEL endoplasmic reticulum protein retention receptor 1	Predicted membrane proteins, Transporters
ENSG00000225921	NOL7	Q9UMY1	47.6	38.7	26.4	29.4	Nucleolar protein 7	Essential proteins, Predicted intracellular proteins
ENSG00000130558	OLFM1	Q99784	47.6	906.9	16.4	19.5	Olfactomedin 1	Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins, Transporters
ENSG00000118518	RNF146	Q9NTX7	47.6	37.9	82.1	39.2	Ring finger protein 146	Disease related genes, Enzymes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins
ENSG00000167969	ECI1	P42126	47.6	52.5	211.4	178.3	Enoyl-CoA delta isomerase 1	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000166200	COPS2	P61201	47.5	35.9	85.3	57.6	COP9 signalosome subunit 2	Essential proteins, Predicted intracellular proteins
ENSG00000002549	LAP3	P28838	47.5	37.4	64.9	60.9	Leucine aminopeptidase 3	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000122034	GTF3A	Q92664	47.5	59.8	126.6	150.6	General transcription factor IIIA	Essential proteins, Predicted intracellular proteins, Transcription factors
ENSG00000124422	USP22	Q9UPT9	47.4	86.0	102.5	74.7	Ubiquitin specific peptidase 22	Enzymes, Metabolic proteins, Predicted intracellular proteins
ENSG00000152689	RASGRP3	Q8IV61	47.4	7.4	39.3	31.9	RAS guanyl releasing protein 3	Predicted intracellular proteins, RAS pathway related proteins
ENSG00000128185	DGCR6L	Q9BY27	47.4	80.1	76.8	63.7	DiGeorge syndrome critical region gene 6 like	Predicted intracellular proteins
ENSG00000095059	DHPS	P49366	47.4	50.6	87.7	37.6	Deoxyhypusine synthase	Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins
ENSG00000185624	P4HB	P07237	47.4	53.1	278.5	205.0	Prolyl 4-hydroxylase subunit beta	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins
ENSG00000091527	CDV3	Q9UKY7	47.4	47.7	217.0	66.9	CDV3 homolog	Plasma proteins, Predicted intracellular proteins
ENSG00000093167	LRRFIP2	Q9Y608	47.3	29.5	88.9	69.3	LRR binding FLII interacting protein 2	Predicted intracellular proteins, Transcription factors
ENSG00000076344	RGS11	O94810	47.3	54.4	2.0	20.6	Regulator of G protein signaling 11	Predicted intracellular proteins
ENSG00000026508	CD44	P16070	47.3	29.9	17.5	30.8	CD44 molecule (Indian blood group)	Blood group antigen proteins, Cancer-related genes, CD markers, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters
ENSG00000277586	NEFL	P07196	47.3	298.8	0.0	0.2	Neurofilament light chain	Disease related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000129226	CD68	P34810	47.2	46.3	22.0	38.1	CD68 molecule	CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000137824	RMDN3	Q96TC7	47.2	45.4	19.7	15.7	Regulator of microtubule dynamics 3	Predicted intracellular proteins, Predicted membrane proteins
ENSG00000107796	ACTA2	P62736	47.2	56.2	194.7	1015.4	Actin alpha 2, smooth muscle	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins
ENSG00000101400	SNTA1	Q13424	47.2	143.1	288.4	197.4	Syntrophin alpha 1	Disease related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000100764	PSMC1	P62191	47.1	62.0	294.5	109.0	Proteasome 26S subunit, ATPase 1	Essential proteins, Predicted intracellular proteins
ENSG00000148290	SURF1	Q15526	47.1	58.5	77.9	67.5	SURF1 cytochrome c oxidase assembly factor	Disease related genes, Human disease related genes, Predicted membrane proteins
ENSG00000119396	RAB14	P61106	47.1	54.1	44.1	35.8	RAB14, member RAS oncogene family	Plasma proteins, Predicted intracellular proteins
ENSG00000116649	SRM	P19623	47.0	73.7	122.8	84.3	Spermidine synthase	Enzymes, Metabolic proteins, Predicted intracellular proteins
ENSG00000117335	CD46	P15529	47.0	24.6	45.0	57.8	CD46 molecule	Cancer-related genes, CD markers, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000134809	TIMM10	P62072	47.0	59.1	75.8	58.6	Translocase of inner mitochondrial membrane 10	Essential proteins, Predicted intracellular proteins
