geneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ABHD17AP1,0.6803392764404496,1.5031371410638072,2.5549356675076687,0.5883268061031504,0.5563129562131374,
ABHD17AP3,0.0,,,,,
ABHD17AP4,0.0,,,,,
ABHD17AP6,0.44189975953739313,-1.1578186962290347,2.820615659168446,-0.4104843892735016,0.6814506526344182,
ABHD17AP9,0.0,,,,,
ABHD17B,496.38945998417876,-0.15006495644741694,0.15166337978103214,-0.9894607166481258,0.32243778068105644,0.6391703809313068
ABHD17C,501.22381152423543,0.03238124529874199,0.1517141560956194,0.2134358858268531,0.8309869924581729,0.9361873926400136
ABHD2,1369.3421101675733,0.21306693777164204,0.11607038395493553,1.8356701383392127,0.06640645696979856,0.32511595320537945
ABHD3,233.85584024067808,-0.5993123313640629,0.2521178147944391,-2.3771121919833558,0.017448780088846073,0.16867910885240497
ABHD4,447.99793464489346,-0.0264760161410307,0.17540058161796204,-0.150945999704253,0.8800183136614202,0.9555743646607006
ABHD5,211.2629045499585,0.04653005222766917,0.1786524674899359,0.26045009554816456,0.7945166051873129,0.9223087790738129
ABHD6,107.9078163266847,0.27101794527105727,0.19082020636286431,1.420279070213815,0.15552645192415118,0.47043415219995105
ABHD8,132.05581559940558,-0.04709713457019413,0.1764261824556048,-0.26695093616303506,0.7895069378066628,0.9193216261813375
ABI1,745.2570853670544,-0.20570225129551306,0.19868700358573768,-1.0353080351667197,0.3005250785168544,0.6209540328031169
ABI2,3228.921268247753,0.01804339177355453,0.10546315206141253,0.17108716571497534,0.8641552273597921,0.9492362837343774
ABI3,2.4438842965006837,-0.8541035192911715,1.1687633463063518,-0.7307754148779552,0.46491634269002635,
ABI3BP,9.571743290300502,-0.42076003953531743,0.560237826406778,-0.7510382550103134,0.45262963337100015,
ABL1,1581.2564507427396,0.22565128842459142,0.12994416806140932,1.7365249382946726,0.08247105877385132,0.35788925569905006
